Region,District,Subcounty,Service outlet,Tracker HF ID,KP Tracker /HIBRID Mechanism name,DATIM ID,DATIM Subcounty ID,DATIM Subcounty Name,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Period,"HIV_Prev_Numerator: 
Overall Total","HIV_Prev.1_ 10-14 Years, Female","HIV_Prev.2_ 10-14 Years, Male","HIV_Prev.3_ (15 - 19) Years, Female","HIV_Prev.4_ (15 - 19) Years, Male","HIV_Prev.5_ 20-24 Years, Female","HIV_Prev.6_ 20-24 Years, Male","HIV_Prev.7_ 25-29 Years, Female","HIV_Prev.8_ 25-29 Years, Male","HIV_Prev.9_ 30-34 Years, Female","HIV_Prev.10_ 30-34 Years, Male","HIV_Prev.11_ (35 - 39) Years, Female","HIV_Prev.12_ (35 - 39) Years, Male","HIV_Prev.13_ 40-44 Years, Female","HIV_Prev.14_ 40-44 Years, Male","HIV_Prev.15_45-49 Yrears, Female","HIV_Prev.16_45-49 Yrears, Male","HIV_Prev.17_ 50+ Years, Female","HIV_Prev.18_ 50+ Years, Male",HIV_Prev.19_PP_PREV HTS services: Overall Total,HIV_Prev.20_Known HIV Positive,HIV_Prev.21_Newly tested and/or referred for testing,HIV_Prev.22_Declined testing and/or referral,HIV_Prev.23_Test not required based on risk assessment,PP_PREV_Displaced Persons,PP_PREV.1_Clients of  Sex Workers,PP_PREV.2_Military and other Uniform Services,PP_PREV.3_Mobile Populations,PP_PREV.4_Fishing communities,PP_PREV.5_Non-injecting drug users,PP_PREV.6_Any Other Priority Population,PP_PREV2_Adolescents (10-24),PP_PREV3_Displaced Persons,PP_PREV4_Discordant Couples,PP_PREV5_Clients of  Sex Workers,PP_PREV6_Military and other Uniform Services,PP_PREV7_Mobile Populations,PP_PREV8_Truck Drivers,PP_PREV9_Fishing communities,PP_PREV10_Non-injecting drug users,PP_PREV11_Any Other Priority Population,HIV_test_Adolescents (10-24),HIV_test.1_Displaced Persons,HIV_test.2_Discordant Couples,HIV_test.3_Clients of  Sex Workers,HIV_test.4_Military and other Uniform Services,HIV_test.5_Mobile Populations,HIV_test.6_Truck Drivers,HIV_test.7_Fishing communities,HIV_test.8_Non-injecting drug users,HIV_test.9_Any Other Priority Population,HIV_pos_test_Adolescents (10-24),HIV_pos_test.1_Displaced Persons,HIV_pos_test.2_Discordant Couples,HIV_pos_test.3_Clients of  Sex Workers,HIV_pos_test.4_Military and other Uniform Services,HIV_pos_test.5_Mobile Populations,HIV_pos_test.6_Truck Drivers,HIV_pos_test.7_Fishing communities,HIV_pos_test.8_Non-injecting drug users,HIV_pos_test.9_Any Other Priority Population,New_ART_Adolescents (10-24),New_ART.1_Displaced Persons,New_ART.2_Discordant Couples,New_ART.3_Clients of  Sex Workers,New_ART.4_Military and other Uniform Services,New_ART.5_Mobile Populations,New_ART.6_Truck Drivers,New_ART.7_Fishing communities,New_ART.8_Non-injecting drug users,New_ART.9_Any Other Priority Population,PP_ART_Adolescents (10-24),PP_ART.1_Displaced Persons,PP_ART.2_Discordant Couples,PP_ART.3_Clients of  Sex Workers,PP_ART.4_Military and other Uniform Services,PP_ART.5_Mobile Populations,PP_ART.6_Truck Drivers,PP_ART.7_Fishing communities,PP_ART.8_Non-injecting drug users,PP_ART.9_Any Other Priority Population,VL eligible_Adolescents (10-24),VL eligible.1_Displaced Persons,VL eligible.2_Discordant Couples,VL eligible.3_Clients of  Sex Workers,VL eligible.4_Military and other Uniform Services,VL eligible.5_Mobile Populations,VL eligible.6_Truck Drivers,VL eligible.7_Fishing communities,VL eligible.8_Non-injecting drug users,VL eligible.9_Any Other Priority Population,VL_lab_doc_Adolescents (10-24),VL_lab_doc.1_Displaced Persons,VL_lab_doc.2_Discordant Couples,VL_lab_doc.3_Clients of  Sex Workers,VL_lab_doc.4_Military and other Uniform Services,VL_lab_doc.5_Mobile Populations,VL_lab_doc.6_Truck Drivers,VL_lab_doc.7_Fishing communities,VL_lab_doc.8_Non-injecting drug users,VL_lab_doc.9_Any Other Priority Population,VL_supp_Adolescents (10-24),VL_supp.1_Displaced Persons,VL_supp.2_Discordant Couples,VL_supp.3_Clients of  Sex Workers,VL_supp.4_Military and other Uniform Services,VL_supp.5_Mobile Populations,VL_supp.6_Truck Drivers,VL_supp.7_Fishing communities,VL_supp.8_Non-injecting drug users,VL_supp.9_Any Other Priority Population,summary_PP_PREV,summary.1_HTS_TST,summary.2_Known HIV Positive,summary.3_Newly tested and/or referred for testing,summary.4_Declined testing and/or referral,summary.5_Test not required based on risk assessment,summary.6_HTS_TST (Newly tested),summary.7_HTS_TST_POS,summary.8_TX_NEW,summary.9_TX_CURR,summary.10_VL eligible,summary.11_VL tested,summary.12_VL suppressed,summary.13_nan,PP_PREV2,subcounty_PP_PREV_total,pp_known_pos_subcounty,pct_pp_prev_pop_subcounty,pct_pp_pos_pop_subcounty,usaid,cdc,dod,subcounty_pop_adjusted
North Central,Nakaseke District,Kinyogoga Subcounty,Kinyogoga HC III,q68Rl47iAKF,0,bIJT49m9pkm,nuY729qvwvJ,Kinyogoga Subcounty,q68Rl47iAKF,Nakaseke District,Kinyogoga Subcounty,Kinyogoga HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,87,0,0,1,1,9,4,5,13,1,21,1,11,2,10,0,5,0,3,0,16,70,0,0,0,18,1,59,0,0,9,5,0,4,18,1,55,4,0,0,0,5,0,3,10,1,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0,0,0,0,1,4,0,6,0,0,0,0,87,86,16.0,70,0,0,70,0,0,7,5,11,11,True,87,87,16,1.0,1.0,0,1,0,23976.34
South Central,Wakiso District,Kira Division,Kira HC III,I2O4ZRrmyQN,0,eOHABOShT3g,D6MCjuwUa0h,Kira Division,I2O4ZRrmyQN,Wakiso District,Kira Division,Kira HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,"1,093",1,0,8,424,44,111,65,163,29,102,10,50,1,42,2,20,1,20,0,243,860,0,0,0,483,12,17,0,0,577,532,0,44,483,12,17,0,0,0,1,337,0,9,482,10,15,0,0,0,1,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,161,0,25,1,1,2,0,0,0,0,104,0,16,0,1,0,0,0,0,0,104,0,17,0,1,1,0,0,0,0,101,0,17,0,1,1,0,0,0,0,"1,093","1,103",243.0,860,0,0,854,9,9,190,121,123,120,False,1089,1507,295,0.7226277372262774,0.823728813559322,0,1,0,124627.94
Kampala,Kampala District,Makindye Division,Kiruddu NRH - MJAP (CDC) Mulago,DQIjOIvoTMK,0,M3Sw2fWmgBc,Va0wK97KXaI,Makindye Division,pNT8f17lJiA,Kampala District,Makindye Division,Kiruddu National Referral Hospital,ROM_Kampala Region,87040,CDC,FY2024Q4,"1,859",0,0,47,630,209,320,16,222,18,167,10,93,8,58,5,28,4,24,0,71,1792,0,0,0,814,9,8,4,0,1021,901,0,74,814,9,3,5,4,0,46,895,0,71,810,0,0,1,0,0,12,2,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,5,0,3,4,6,0,4,2,0,27,6,0,3,4,9,4,4,4,0,33,5,0,3,3,9,2,4,4,0,32,4,0,3,3,9,2,4,4,0,31,"1,859","1,863",71.0,"1,792",0,0,"1,789",5,5,51,67,62,60,False,1856,4077,1078,0.4552366936472897,0.0658627087198515,0,1,0,809596.48
Ankole,Kiruhura District,Kiruhura Town Council,Kiruhura HC IV,GnVqZO2asFJ,0,x4YVZj3wf02,z7VVjhMO3AV,Kiruhura Town Council,GnVqZO2asFJ,Kiruhura District,Kiruhura Town Council,Kiruhura HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,131,0,0,7,5,33,6,7,16,4,20,8,7,1,9,0,6,1,1,0,9,141,0,18,0,94,0,1,0,1,69,0,0,43,94,0,1,0,0,1,26,0,0,36,82,0,1,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,2,131,168,9.0,141,0,18,142,1,1,4,7,7,7,False,165,165,9,1.0,1.0,1,0,0,5756.67
Ankole,Kiruhura District,Kinoni Subcounty (Kiruhura District),Kiruhura Kinoni HC III,ypTdjdfOiN7,0,NFXzBXDG0Fs,mQ7jwdWMlls,Kinoni Subcounty,ypTdjdfOiN7,Kiruhura District,Kinoni Subcounty,Kiruhura Kinoni HC III,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,101,0,0,3,23,5,24,16,10,5,9,0,5,0,0,0,1,0,0,0,6,97,0,0,0,36,0,0,0,0,67,0,0,6,36,0,0,0,0,0,61,0,0,14,33,0,0,0,0,0,58,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,101,103,6.0,97,0,0,105,2,2,3,4,4,3,False,103,103,6,1.0,1.0,1,0,0,
Bunyoro,Kiryandongo District,Kiryandongo Town Council,Kiryandongo Hospital,kzFJJnKcISy,0,pFtgw1L4q9V,Xdow5MSklbY,Kiryandongo Town Council,kzFJJnKcISy,Kiryandongo District,Kiryandongo Town Council,Kiryandongo Hospital,Baylor_Hoima Region,81977,CDC,FY2024Q4,164,1,0,1,23,11,10,7,16,9,19,8,11,5,15,1,12,5,10,0,70,97,0,2,0,23,9,20,1,0,111,18,0,80,23,9,10,10,1,0,13,5,0,60,20,0,7,3,0,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,7,1,4,2,4,0,0,8,10,0,11,2,5,1,4,1,0,11,10,0,11,2,5,3,4,1,0,9,9,0,11,2,5,3,4,1,0,9,164,169,70.0,97,0,2,97,5,5,41,45,45,44,True,164,164,70,1.0,1.0,0,1,0,6151.16
Kampala,Kampala District,Central Division (Kampala CCA),Kisenyi HC IV,hjZvWkoLzzp,0,JDdgb1x13GO,tCjjKuunNPD,Central Division,hjZvWkoLzzp,Kampala District,Central Division,Kisenyi HC IV,ROM_Kampala Region,87040,CDC,FY2024Q4,"2,363",0,0,75,619,297,197,111,316,60,222,41,161,12,107,5,76,2,62,0,152,2207,0,1,0,1126,11,33,5,6,1181,780,0,232,1126,11,1,32,5,6,169,771,0,136,1119,2,0,4,2,6,167,14,0,0,19,0,0,0,0,0,0,15,0,0,19,0,0,0,0,0,0,41,0,136,36,9,1,30,3,0,7,19,0,130,17,10,4,31,4,0,5,18,0,127,16,10,1,29,3,0,4,16,0,119,15,9,1,24,3,0,4,"2,363","2,360",152.0,"2,207",0,1,"2,207",33,34,263,220,208,191,False,2362,4572,420,0.5166229221347332,0.3619047619047619,0,1,0,
Bunyoro,Kakumiro District,Kisiita Town Council,Kisiita HC III,TIJcUNU05Ao,0,A7j9S7UIJxN,CcvWRHj7402,Kisiita Town Council,TIJcUNU05Ao,Kakumiro District,Kisiita Town Council,Kisiita HC III,Baylor_Hoima Region,81977,CDC,FY2024Q4,68,0,0,4,8,14,2,3,21,1,10,0,1,0,2,1,0,0,1,0,4,62,0,0,0,53,0,0,0,0,15,13,0,1,53,0,0,0,0,0,1,10,0,1,53,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,66,4.0,62,0,0,65,1,2,2,0,0,0,True,68,68,4,1.0,1.0,0,1,0,60262.21
Tooro,Kyenjojo District,Kisojo Town Council,Kisojo HC III,Xvlhtzq0LcX,0,srE9jdLINhg,c4kYWNQZjMm,Kisojo Town Council,Xvlhtzq0LcX,Kyenjojo District,Kisojo Town Council,Kisojo HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,81,0,0,4,11,18,12,6,13,2,7,0,5,2,1,0,0,0,0,0,0,81,0,0,0,43,0,8,0,0,29,18,0,11,43,0,8,0,0,0,0,18,0,11,43,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.0,81,0,0,80,0,0,0,0,0,0,False,80,80,0,1.0,,0,1,0,22726.95
Tooro,Bunyangabu District,Kisomoro Subcounty,Kisomoro HC III,efN24flmJeb,0,DAjtqM8MmeM,oKLMih3EjHZ,Kisomoro Subcounty,efN24flmJeb,Bunyangabu District,Nyakigumba Town Council,Kisomoro HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,167,0,0,3,11,24,5,8,32,7,22,7,23,1,14,0,2,0,8,0,2,165,0,0,0,57,5,69,0,8,28,8,0,10,57,5,69,0,0,8,10,7,0,10,57,5,70,0,0,8,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,167,167,2.0,165,0,0,167,1,1,3,1,2,2,True,167,167,2,1.0,1.0,0,1,0,
Kigezi,Kisoro District,Southern Division (Kisoro MC),Kisoro Hospital,FHIEdqBZAll,0,er5PAK3KLdN,wv28sLuAA84,Southern Division,FHIEdqBZAll,Kisoro District,Southern Division,Kisoro Hospital,JCRC_Kigezi Lango Region,81997,USAID,FY2024Q4,82,0,0,3,23,4,11,4,9,4,7,2,4,0,7,1,1,0,2,0,1,82,0,0,0,8,3,16,0,0,54,32,0,4,8,3,11,5,0,0,18,32,0,4,8,3,11,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,83,1.0,82,0,0,81,0,0,0,0,0,0,False,81,81,1,1.0,1.0,1,0,0,
South Central,Wakiso District,Katabi Town Council,Kisubi Hospital,qLLYEE7sCnd,0,aGzYGFhNmXJ,rn4p1djzeOx,Katabi Town Council,qLLYEE7sCnd,Wakiso District,Katabi Town Council,Kisubi Hospital,UEC,81974,CDC,FY2024Q4,155,0,0,24,14,19,0,7,33,7,15,1,12,1,8,2,4,3,5,0,2,129,0,0,0,41,9,18,66,2,6,6,0,0,41,9,15,3,66,2,0,2,0,0,38,7,10,2,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,131,2.0,129,0,0,116,0,1,0,1,1,1,False,142,344,70,0.4127906976744186,0.0285714285714285,0,1,0,217678.14
Kampala,Kampala District,Makindye Division,Kisugu HC III,aKmx8C5qUZ8,0,QG4V1hCxTbT,Va0wK97KXaI,Makindye Division,aKmx8C5qUZ8,Kampala District,Makindye Division,Kisugu HC III,ROM_Kampala Region,87040,CDC,FY2024Q4,288,1,0,3,47,32,12,20,39,18,36,11,25,2,18,2,15,2,5,0,26,264,0,0,0,33,23,31,39,3,159,48,0,102,33,23,9,22,39,3,9,47,0,87,33,19,8,22,36,3,9,3,0,0,0,3,0,0,1,0,0,4,0,0,0,2,0,0,1,0,0,4,0,8,0,4,0,0,3,0,0,0,0,6,0,3,1,0,1,0,0,0,0,6,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,288,290,26.0,264,0,0,264,7,7,19,11,10,2,True,288,4077,1078,0.0706401766004415,0.0241187384044526,0,1,0,809596.48
Kampala,Kampala District,Nakawa Division,Kiswa HC III,cjC5Ij5U7le,0,Koi5ewdknzw,qYsuny8iNsQ,Nakawa Division,cjC5Ij5U7le,Kampala District,Nakawa Division,Kiswa HC III,ROM_Kampala Region,87040,CDC,FY2024Q4,919,1,0,8,335,37,89,102,86,28,75,12,68,7,29,3,18,4,17,0,103,812,0,2,0,216,42,33,9,1,614,331,0,110,216,42,13,20,9,1,173,316,0,55,211,27,13,13,7,0,172,3,0,0,3,0,0,0,1,0,0,3,0,0,3,0,0,0,1,0,0,14,0,43,5,12,0,3,1,0,1,11,0,55,4,15,2,7,2,0,0,11,0,55,4,15,0,7,2,0,0,10,0,55,4,15,0,7,2,0,0,919,917,103.0,812,0,2,814,7,7,79,96,94,93,False,915,2362,862,0.3873835732430143,0.1194895591647331,0,1,0,653067.38
Ankole,Sheema District,Kitagata Town Council,Kitagata Hospital,EMHl20viu7L,0,f75oIM4xPBj,dcVuhxkk0EY,Kitagata Town Council,EMHl20viu7L,Sheema District,Kitagata Town Council,Kitagata Hospital,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,32,0,0,0,6,2,1,2,2,2,3,4,0,4,0,3,1,0,2,0,0,23,0,13,0,3,0,9,0,0,27,1,0,22,3,0,9,0,0,0,4,1,0,14,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,0.0,23,0,13,23,0,0,0,0,0,0,False,39,39,0,1.0,,1,0,0,18796.47
South Central,Wakiso District,Katabi Town Council,Kitala HC II,ZppfQ4q1PFg,0,oDHiuX0kQzL,rn4p1djzeOx,Katabi Town Council,ZppfQ4q1PFg,Wakiso District,Katabi Town Council,Kitala HC II,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,37,0,0,0,16,1,4,3,2,2,3,0,4,0,2,0,0,0,0,0,31,8,0,0,0,2,4,8,3,0,20,20,0,0,2,4,6,2,3,0,0,1,0,0,2,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37,39,31.0,8,0,0,8,2,2,21,4,4,4,True,37,344,70,0.1075581395348837,0.4428571428571428,0,1,0,217678.14
South Central,Wakiso District,Namayumba Subcounty,Kitalya Prisons HC II,jM0QE9Wtu6L,0,wvGHCjfFBAp,wakKaDpXcdU,Namayumba Subcounty,jM0QE9Wtu6L,Wakiso District,Namayumba Subcounty,Kitalya Prisons HC II,UPS,84974,CDC,FY2024Q4,17,0,0,0,4,0,0,5,1,3,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.0,14,0,0,14,0,0,0,0,0,0,True,17,17,0,1.0,,0,1,0,37442.56
South Central,Bukomansimbi District,Kitanda Subcounty,Kitanda HC III,aULXp2H2LGI,0,bO4icB7tfxu,Uxsmr4iz4DL,Kitanda Subcounty,aULXp2H2LGI,Bukomansimbi District,Kitanda Subcounty,Kitanda HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,76,0,0,2,6,9,6,4,9,1,6,3,5,1,5,1,6,3,9,0,1,73,0,0,0,10,0,37,0,0,28,8,0,16,10,0,35,2,0,0,4,8,0,16,9,0,35,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,74,1.0,73,0,0,75,0,0,1,0,0,0,False,75,197,1,0.3807106598984771,1.0,0,1,0,58617.3
Busoga,Kamuli District,Kitayunjwa Subcounty,Kitayunjwa HC III,UhQMDsDfW85,0,rzgFZ6GAAmP,U1Gr2b9UYgQ,Kitayunjwa Subcounty,UhQMDsDfW85,Kamuli District,Kitayunjwa Subcounty,Kitayunjwa HC III,MJAP_East Central Region,82000,USAID,FY2024Q4,237,1,1,8,32,20,64,12,24,12,14,3,7,5,10,2,7,5,10,0,1,235,0,5,0,34,3,98,11,0,90,83,0,0,34,3,61,37,11,0,7,82,0,0,34,3,61,37,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,241,1.0,235,0,5,234,0,0,0,0,0,0,False,236,236,1,1.0,1.0,1,0,0,41289.61
Kampala,Kampala District,Rubaga Division,Kitebi Health Centre HC III,sLOvwpCrdh2,0,hECo9L4HGf1,GJVP29H1Izy,Lubaga Division,sLOvwpCrdh2,Kampala District,Lubaga Division,Kitebi Health Centre HC III,ROM_Kampala Region,87040,CDC,FY2024Q4,"1,918",0,0,64,333,201,226,48,308,37,253,27,192,6,102,5,60,1,55,0,194,1738,0,2,1,593,12,428,6,0,876,481,1,323,593,12,11,417,6,0,72,475,1,267,567,4,8,343,2,0,69,1,0,0,12,0,0,4,0,0,0,1,0,0,12,0,0,4,0,0,0,6,0,36,30,5,2,54,2,0,1,6,0,56,17,8,4,71,4,0,3,6,0,56,17,8,3,71,4,0,3,6,0,56,17,8,3,71,4,0,3,"1,918","1,934",194.0,"1,738",0,2,"1,736",17,17,136,169,168,168,False,1916,6263,1344,0.3059236787482037,0.144345238095238,0,1,0,
North Central,Mubende District,Kyenda Town Council,Kitenga HC III,QBPWzy66HiY,0,aBVbc993LYh,SLhqPguM6MN,Kitenga Subcounty,QBPWzy66HiY,Mubende District,Kyenda Town Council,Kitenga HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,771,1,0,46,53,144,69,8,134,6,90,3,76,2,40,2,34,6,57,0,71,701,0,0,0,406,1,81,0,114,169,114,0,34,406,1,30,51,0,114,21,111,0,33,375,1,2,51,0,114,13,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4,0,1,24,0,21,0,0,0,7,3,0,1,31,0,0,0,0,0,8,3,0,1,31,0,28,0,0,0,8,3,0,1,31,0,28,0,0,0,8,771,772,71.0,701,0,0,700,3,3,57,43,71,71,True,771,771,71,1.0,1.0,0,1,0,
Acholi,Kitgum District,Central Division (Kitgum MC),Kitgum Hospital,z2LfysbyF9U,0,ty1yvTI5lH5,MO6i3RhuAE2,Central Division,z2LfysbyF9U,Kitgum District,Central Division,Kitgum Hospital,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,742,0,0,72,39,202,30,32,141,10,73,11,54,8,26,6,20,7,11,0,0,740,0,3,2,184,14,41,0,100,398,31,2,40,184,14,25,16,0,100,327,31,2,40,185,14,25,16,0,100,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,743,0.0,740,0,3,740,0,0,0,0,0,0,False,739,739,0,1.0,,1,0,0,
North Central,Kassanda District,Bukuya Subcounty,Kitokolo HC II,LoLoHmDsEna,0,PBwE5lomL58,XlRJ8XMRXK4,Bukuya Subcounty,LoLoHmDsEna,Kassanda District,Bukuya Subcounty,Kitokolo HC II,UPMB,84980,CDC,FY2024Q4,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.0,4,0,1,4,0,0,0,0,0,0,True,4,232,15,0.0172413793103448,0.0,0,1,0,64084.54
North Central,Mityana District,Butayunja Subcounty,Kitongo HC III,fT2e8nED9PT,0,TIS39ChFGYf,shdlKyeeaSP,Butayunja Subcounty,fT2e8nED9PT,Mityana District,Butayunja Subcounty,Kitongo HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,45,0,0,2,7,5,4,1,8,0,4,1,3,0,1,2,2,0,5,0,7,28,0,0,0,26,0,1,1,0,17,10,0,7,26,0,1,0,1,0,0,7,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,4,0,1,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,4,0,1,0,1,0,0,45,35,7.0,28,0,0,28,0,0,6,7,7,6,True,45,45,7,1.0,1.0,0,1,0,22418.98
South Central,Masaka City,Nyendo-Senyange Division,Kitovu Hospital,n9fxWoPWRJB,0,CFKOqZTOYAN,RILVSBz1D8A,Nyendo-Senyange Division,n9fxWoPWRJB,Masaka City,Nyendo-Mukungwe Division,Kitovu Hospital,UEC,81974,CDC,FY2024Q4,303,0,0,10,25,26,7,11,22,11,41,15,45,5,25,5,22,6,27,0,102,199,0,6,0,39,3,33,181,3,44,12,0,24,39,3,24,9,181,3,8,12,0,22,39,3,22,9,81,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,63,0,0,0,0,2,0,0,86,0,86,0,0,0,0,2,0,0,0,0,86,0,0,0,0,2,0,0,0,0,26,0,0,303,307,102.0,199,0,6,199,1,1,65,174,88,28,True,303,689,106,0.4397677793904209,0.9622641509433962,0,1,0,
South Central,Masaka City,Katwe-Butego Division,Kitovu Mobile Clinic,LKn50qRDDAB,0,ZUCbq4RPRvG,xsotWdNU84V,Katwe-Butego Division,LKn50qRDDAB,Masaka City,Nyendo-Mukungwe Division,Kitovu Mobile Clinic,UEC,81974,CDC,FY2024Q4,51,0,0,2,7,3,6,4,6,3,3,0,5,1,6,0,4,0,1,0,0,51,0,0,0,6,0,10,13,0,22,10,0,11,6,0,10,0,13,0,1,10,0,11,6,0,10,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.0,51,0,0,51,0,0,0,0,0,0,True,51,51,0,1.0,,0,1,0,
