Unnamed: 0,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,Agency,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees)",Fishing communities,"Military and other uniformed services (including police, border guards, and security workers),Female","Mobile Populations (e.g., migrant workers, truck drivers)",Non-injecting drug users,Discordant Couples,usaid,cdc,dod,total_facility,total_subcounty,pct_of_subcounty_reached,pct_usaid_subcounty,District,Subcounty,subcounty_pop_adjusted,total,pct_pop_prep
168,Kagadi District,Mpeefu Subcounty,Mpeefu B HC III,CDC,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,372.0,56.0,12.0,0.0,192.0,1.0,0.0,0.0,2.0,0,1,0,372.0,372.0,1.0,0.0,Kagadi District,Mpeefu Subcounty,40015.5,744.0,0.018592795291824418
169,Kagadi District,Muhorro Town Council,Muhorro Ngo HC III,CDC,0.0,1.0,29.0,0.0,0.0,1.0,1.0,3.0,161.0,19.0,18.0,0.0,5.0,0.0,52.0,0.0,0.0,0,1,0,164.0,164.0,1.0,0.0,Kagadi District,Muhorro Town Council,23063.76,290.0,0.012573838784309238
170,Kakumiro District,Igayaza Town Council,Igayaza HC III,CDC,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,201.0,56.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,201.0,201.0,1.0,0.0,Kakumiro District,Igayaza Town Council,,399.0,
171,Kakumiro District,Kakindo Town Council,Kakindo HC IV,CDC,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,32.0,154.0,0.2077922077922078,0.0,Kakumiro District,Kakindo Town Council,10243.35,64.0,0.006247955990959988
172,Kakumiro District,Kakindo Town Council,St. Mary's  Kakindo HC IV,CDC,0.0,0.0,68.0,0.0,0.0,0.0,0.0,89.0,33.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,122.0,154.0,0.7922077922077922,0.0,Kakumiro District,Kakindo Town Council,10243.35,243.0,0.023722707903176207
173,Kakumiro District,Kakumiro Town Council,Kakumiro HC IV,CDC,0.0,0.0,159.0,0.0,0.0,0.0,0.0,16.0,283.0,44.0,64.0,0.0,0.0,0.0,0.0,0.0,23.0,0,1,0,299.0,299.0,1.0,0.0,Kakumiro District,Kakumiro Town Council,10129.02,589.0,0.058149751900973635
174,Kakumiro District,Kisiita Town Council,Kisiita HC III,CDC,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,84.0,14.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1,0,84.0,84.0,1.0,0.0,Kakumiro District,Kisiita Town Council,60262.21,166.0,0.002754628481099515
175,Kakumiro District,Nalweyo Town Council,Nalweyo HC III,CDC,0.0,0.0,93.0,0.0,0.0,0.0,0.0,78.0,49.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,127.0,127.0,1.0,0.0,Kakumiro District,Nalweyo Town Council,,253.0,
176,Kakumiro District,Nkooko Town Council,Nkooko HC III,CDC,0.0,0.0,129.0,0.0,0.0,0.0,0.0,17.0,181.0,22.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,198.0,198.0,1.0,0.0,Kakumiro District,Nkooko Town Council,,396.0,
177,Kalaki District,Otuboi Town Council,Otuboi HC III,CDC,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,76.0,76.0,1.0,0.0,Kalaki District,Otuboi Town Council,26731.59,151.0,0.005648747418316681
178,Kalangala District,Bubeke Subcounty,Bubeke HC III,CDC,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,168.0,1.0,4.0,0.0,140.0,0.0,0.0,0.0,0.0,0,1,0,168.0,168.0,1.0,0.0,Kalangala District,Bubeke Subcounty,10573.98,336.0,0.03177611457559027
179,Kalangala District,Bufumira Subcounty,Bufumira HC III,CDC,0.0,0.0,42.0,0.0,0.0,11.0,0.0,22.0,301.0,3.0,29.0,0.0,231.0,0.0,0.0,0.0,3.0,0,1,0,323.0,421.0,0.7672209026128266,0.0,Kalangala District,Bufumira Subcounty,21201.52,642.0,0.030280847788271784
180,Kalangala District,Bufumira Subcounty,Lulamba HC III,CDC,1.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,20.0,0.0,53.0,1.0,0.0,0.0,0.0,0,1,0,98.0,421.0,0.2327790973871734,0.0,Kalangala District,Bufumira Subcounty,21201.52,194.0,0.00915028733788898
181,Kalangala District,Bujumba Subcounty,Bwendero HC III,CDC,0.0,0.0,61.0,0.0,0.0,0.0,0.0,4.0,180.0,2.0,1.0,0.0,110.0,0.0,0.0,0.0,10.0,0,1,0,184.0,184.0,1.0,0.0,Kalangala District,Bujumba Subcounty,23805.36,368.0,0.015458703418053749
182,Kalangala District,Kalangala Town Council,Kalangala HC IV,CDC,0.0,0.0,80.0,0.0,0.0,81.0,0.0,184.0,331.0,6.0,35.0,0.0,279.0,0.0,3.0,0.0,25.0,0,1,0,515.0,515.0,1.0,0.0,Kalangala District,Kalangala Town Council,10258.8,1024.0,0.09981674269895115
183,Kalangala District,Kyamuswa Subcounty,Bukasa HC IV,CDC,0.0,0.0,72.0,0.0,0.0,32.0,38.0,175.0,267.0,22.0,44.0,0.0,205.0,0.0,0.0,0.0,13.0,0,1,0,442.0,442.0,1.0,0.0,Kalangala District,Kyamuswa Subcounty,9745.86,868.0,0.08906345874042926
184,Kalangala District,Mazinga Subcounty,Lujjabwa Island HC II,CDC,0.0,0.0,84.0,0.0,0.0,6.0,15.0,33.0,313.0,0.0,37.0,0.0,197.0,0.0,0.0,0.0,0.0,0,1,0,346.0,677.0,0.5110782865583456,0.0,Kalangala District,Mazinga Subcounty,11076.62,685.0,0.06184196984278597
185,Kalangala District,Mazinga Subcounty,Mazinga HC III,CDC,0.0,0.0,73.0,0.0,0.0,10.0,6.0,14.0,317.0,22.0,29.0,0.0,179.0,0.0,1.0,0.0,10.0,0,1,0,331.0,677.0,0.4889217134416543,0.0,Kalangala District,Mazinga Subcounty,11076.62,661.0,0.05967524389208982
186,Kalangala District,Mugoye Subcounty,Mugoye HC III,CDC,0.0,0.0,73.0,0.0,0.0,5.0,0.0,26.0,307.0,9.0,17.0,0.0,202.0,1.0,4.0,0.0,11.0,0,1,0,333.0,345.0,0.9652173913043478,0.0,Kalangala District,Mugoye Subcounty,25181.44,655.0,0.026011220962740812
187,Kalangala District,Mugoye Subcounty,St. Elizabeth Bumangi Health Centre III,CDC,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,12.0,345.0,0.0347826086956521,0.0,Kalangala District,Mugoye Subcounty,25181.44,24.0,0.0009530829055050069
188,Kalungu District,Bukulula Subcounty,Bukulula HC IV,CDC,0.0,0.0,34.0,0.0,0.0,0.0,0.0,20.0,130.0,2.0,16.0,0.0,9.0,2.0,29.0,0.0,29.0,0,1,0,150.0,205.0,0.7317073170731707,0.0,Kalungu District,Bukulula Subcounty,90407.22,271.0,0.0029975482046677247
189,Kalungu District,Bukulula Subcounty,Well Spring HC III,CDC,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0,1,0,55.0,205.0,0.2682926829268293,0.0,Kalungu District,Bukulula Subcounty,90407.22,104.0,0.0011503506025293112
190,Kalungu District,Kalungu Subcounty,Villa Maria Hospital,CDC,0.0,0.0,10.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,27.0,0,1,0,44.0,44.0,1.0,0.0,Kalungu District,Kalungu Subcounty,81852.04000000001,85.0,0.0010384591514151632
191,Kalungu District,Kalungu Town Council,Kalungu HC III,CDC,0.0,0.0,11.0,0.0,0.0,0.0,0.0,17.0,70.0,2.0,15.0,0.0,0.0,0.0,13.0,0.0,14.0,0,1,0,87.0,87.0,1.0,0.0,Kalungu District,Kalungu Town Council,16718.96,142.0,0.008493351261083226
192,Kalungu District,Kyamulibwa Town Council,Kyamulibwa HC III,CDC,0.0,0.0,53.0,0.0,0.0,2.0,2.0,39.0,133.0,16.0,11.0,0.0,0.0,2.0,34.0,0.0,27.0,0,1,0,172.0,172.0,1.0,0.0,Kalungu District,Kyamulibwa Town Council,9918.9,319.0,0.032160824284950956
193,Kalungu District,Lukaya Town Council,Kalungi (Lukaya) HC III,CDC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0,1,0,62.0,716.0,0.0865921787709497,0.0,Kalungu District,Lukaya Town Council,49775.78,119.0,0.0023907209490238025
194,Kalungu District,Lukaya Town Council,Lukaya HC III,CDC,0.0,0.0,189.0,11.0,0.0,5.0,3.0,53.0,340.0,17.0,18.0,0.0,68.0,4.0,28.0,13.0,20.0,0,1,0,393.0,716.0,0.5488826815642458,0.0,Kalungu District,Lukaya Town Council,49775.78,769.0,0.015449280754616001
195,Kalungu District,Lukaya Town Council,Lukaya Health Care Center/Uganda Cares HC II,CDC,2.0,0.0,19.0,2.0,1.0,1.0,0.0,25.0,236.0,7.0,4.0,0.0,89.0,2.0,6.0,2.0,51.0,0,1,0,261.0,716.0,0.3645251396648045,0.0,Kalungu District,Lukaya Town Council,49775.78,447.0,0.008980271127845711
196,Kalungu District,Lwabenge Subcounty,Kasambya (Kalungu) HC III,CDC,0.0,0.0,38.0,0.0,0.0,1.0,2.0,3.0,139.0,9.0,6.0,0.0,1.0,5.0,37.0,0.0,23.0,0,1,0,142.0,142.0,1.0,0.0,Kalungu District,Lwabenge Subcounty,70559.12,264.0,0.003741543261877416
197,Kampala District,Central Division,AIDS Information Centre (Kampala) Special Clinic,CDC,65.0,4.0,249.0,8.0,0.0,0.0,1.0,17.0,659.0,78.0,260.0,0.0,0.0,0.0,0.0,0.0,10.0,0,1,0,676.0,3246.0,0.2082563154651879,0.0,Kampala District,Central Division,154846.08000000002,1351.0,0.008724793033184953
198,Kampala District,Central Division,Kamwokya Christian Caring Community HC III,CDC,18.0,6.0,59.0,5.0,0.0,1.0,0.0,69.0,109.0,14.0,44.0,0.0,0.0,1.0,14.0,0.0,12.0,0,1,0,178.0,3246.0,0.0548367221195317,0.0,Kampala District,Central Division,154846.08000000002,352.0,0.002273225127817249
199,Kampala District,Central Division,Kisenyi HC IV,CDC,101.0,89.0,585.0,62.0,1.0,35.0,5.0,1043.0,940.0,330.0,681.0,1.0,0.0,1.0,2.0,3.0,70.0,0,1,0,1983.0,3246.0,0.61090573012939,0.0,Kampala District,Central Division,154846.08000000002,3949.0,0.025502744402699763
200,Kampala District,Central Division,Makerere University Hospital,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3246.0,0.0006161429451632,0.0,Kampala District,Central Division,154846.08000000002,4.0,2.583210372519601e-05
201,Kampala District,Central Division,Makerere University Walter Reed Clinic HC II,DOD,62.0,0.0,174.0,0.0,0.0,0.0,0.0,65.0,342.0,0.0,35.0,0.0,0.0,7.0,81.0,0.0,1.0,0,0,1,407.0,3246.0,0.125385089340727,0.0,Kampala District,Central Division,154846.08000000002,767.0,0.004953305889306335
202,Kampala District,Kawempe Division,Komamboga HC III,CDC,493.0,81.0,1049.0,5.0,0.0,1.0,0.0,234.0,2239.0,180.0,428.0,0.0,1.0,17.0,51.0,0.0,137.0,0,1,0,2473.0,2545.0,0.9717092337917486,0.0,Kampala District,Kawempe Division,697649.9,4916.0,0.007046514304667713
203,Kampala District,Kawempe Division,St. Kizito Bwayiise Clinic HC II,CDC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,5.0,2545.0,0.0019646365422396,0.0,Kampala District,Kawempe Division,697649.9,9.0,1.2900453364932754e-05
204,Kampala District,Kawempe Division,St. Stephen's  Mpererwe Hospital,CDC,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0,1,0,39.0,2545.0,0.0153241650294695,0.0,Kampala District,Kawempe Division,697649.9,72.0,0.00010320362691946203
205,Kampala District,Kawempe Division,TASO Mulago Special Clinic,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,16.0,0,1,0,28.0,2545.0,0.0110019646365422,0.0,Kampala District,Kawempe Division,697649.9,55.0,7.883610389681128e-05
206,Kampala District,Lubaga Division,Holy Cross Orthodox Mission Namungoona Hospital,CDC,0.0,0.0,22.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,0,36.0,5420.0,0.0066420664206642,0.0,Kampala District,Lubaga Division,394712.48,69.0,0.0001748107888557261
207,Kampala District,Lubaga Division,Joy Medical Centre HC III,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,2.0,5420.0,0.0003690036900369,0.0,Kampala District,Lubaga Division,394712.48,4.0,1.013395877424499e-05
208,Kampala District,Lubaga Division,Kawaala Health Centre HC IV,CDC,16.0,8.0,1803.0,2.0,0.0,0.0,1.0,39.0,2678.0,169.0,717.0,0.0,0.0,0.0,1.0,0.0,2.0,0,1,0,2717.0,5420.0,0.5012915129151292,0.0,Kampala District,Lubaga Division,394712.48,5436.0,0.013772049974198942
209,Kampala District,Lubaga Division,Kitebi Health Centre HC III,CDC,8.0,0.0,977.0,0.0,0.0,2.0,24.0,1240.0,592.0,116.0,326.0,0.0,0.0,4.0,166.0,0.0,123.0,0,1,0,1832.0,5420.0,0.3380073800738007,0.0,Kampala District,Lubaga Division,394712.48,3578.0,0.009064826123562143
210,Kampala District,Lubaga Division,Lubaga Hospital,CDC,0.0,0.0,33.0,18.0,0.0,0.0,0.0,42.0,171.0,27.0,23.0,0.0,11.0,9.0,30.0,11.0,33.0,0,1,0,213.0,5420.0,0.0392988929889298,0.0,Kampala District,Lubaga Division,394712.48,408.0,0.001033663794972989
211,Kampala District,Lubaga Division,Mengo Hospital,CDC,153.0,0.0,365.0,0.0,0.0,0.0,0.0,12.0,608.0,41.0,43.0,3.0,0.0,0.0,7.0,0.0,7.0,0,1,0,620.0,5420.0,0.1143911439114391,0.0,Kampala District,Lubaga Division,394712.48,1239.0,0.0031389937303223855
212,Kampala District,Makindye Division,Alive Medical Services Special Clinic,CDC,21.0,1.0,14.0,0.0,0.0,0.0,0.0,84.0,18.0,7.0,4.0,0.0,0.0,2.0,3.0,0.0,37.0,0,1,0,102.0,3256.0,0.0313267813267813,0.0,Kampala District,Makindye Division,809596.48,191.0,0.00023591999807113785
213,Kampala District,Makindye Division,Hope Clinic Lukuli HC III,CDC,116.0,9.0,68.0,0.0,0.0,0.0,0.0,5.0,275.0,20.0,20.0,3.0,7.0,5.0,12.0,9.0,10.0,0,1,0,280.0,3256.0,0.085995085995086,0.0,Kampala District,Makindye Division,809596.48,559.0,0.00069046742890977
214,Kampala District,Makindye Division,Kibuli Hospital,CDC,19.0,23.0,96.0,2.0,0.0,0.0,0.0,2.0,318.0,15.0,12.0,0.0,0.0,38.0,30.0,0.0,0.0,0,1,0,320.0,3256.0,0.0982800982800982,0.0,Kampala District,Makindye Division,809596.48,555.0,0.0006855266959658718
215,Kampala District,Makindye Division,Kiruddu National Referral Hospital,CDC,1.0,0.0,407.0,3.0,0.0,0.0,0.0,133.0,742.0,283.0,138.0,0.0,0.0,0.0,0.0,0.0,37.0,0,1,0,875.0,3256.0,0.2687346437346437,0.0,Kampala District,Makindye Division,809596.48,1744.0,0.0021541595635396044
216,Kampala District,Makindye Division,Kisugu HC III,CDC,109.0,5.0,934.0,43.0,0.0,27.0,0.0,1165.0,197.0,43.0,31.0,0.0,38.0,14.0,22.0,1.0,77.0,0,1,0,1362.0,3256.0,0.4183046683046683,0.0,Kampala District,Makindye Division,809596.48,2706.0,0.0033424058365471155
217,Kampala District,Makindye Division,St. Francis Nsambya Hospital,CDC,52.0,1.0,75.0,10.0,0.0,0.0,0.0,16.0,292.0,51.0,7.0,0.0,30.0,6.0,31.0,0.0,19.0,0,1,0,308.0,3256.0,0.0945945945945946,0.0,Kampala District,Makindye Division,809596.48,590.0,0.0007287581092249809
218,Kampala District,Makindye Division,Wentz Medical Centre HC III,CDC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0,1,0,9.0,3256.0,0.0027641277641277,0.0,Kampala District,Makindye Division,809596.48,18.0,2.2233298247541788e-05
219,Kampala District,Mulago National Referral Hospital,Mulago NRH - MARPI STI Project Clinic,CDC,2997.0,120.0,6147.0,276.0,0.0,0.0,0.0,90.0,9607.0,39.0,14.0,0.0,4.0,2.0,11.0,62.0,7.0,0,1,0,9697.0,9697.0,1.0,0.0,Kampala District,Mulago National Referral Hospital,,19376.0,
220,Kampala District,Nakawa Division,Butabika National Referral Hospital,,0.0,0.0,92.0,1.0,0.0,0.0,0.0,2.0,101.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,103.0,2496.0,0.0412660256410256,0.0,Kampala District,Nakawa Division,653067.38,206.0,0.00031543452683243804
221,Kampala District,Nakawa Division,Kiswa HC III,CDC,315.0,168.0,653.0,2.0,0.0,10.0,10.0,103.0,1452.0,78.0,103.0,0.0,8.0,23.0,21.0,1.0,14.0,0,1,0,1555.0,2496.0,0.6229967948717948,0.0,Kampala District,Nakawa Division,653067.38,2961.0,0.004533988514324509
222,Kampala District,Nakawa Division,Luzira Remand Prisons Health Centre III,,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,29.0,2496.0,0.0116185897435897,0.0,Kampala District,Nakawa Division,653067.38,58.0,8.881166289456993e-05
223,Kampala District,Nakawa Division,Murchision Bay Main Hospital,,0.0,0.0,0.0,0.0,311.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,323.0,2496.0,0.1294070512820513,0.0,Kampala District,Nakawa Division,653067.38,634.0,0.0009708033495716781
224,Kampala District,Nakawa Division,Naguru Regional Referral Hospital,CDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,1,0,13.0,2496.0,0.0052083333333333,0.0,Kampala District,Nakawa Division,653067.38,25.0,3.828088917869394e-05
225,Kampala District,Nakawa Division,Reach Out - Banda Clinic,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0,17.0,2496.0,0.0068108974358974,0.0,Kampala District,Nakawa Division,653067.38,31.0,4.746830258158048e-05
226,Kampala District,Nakawa Division,Reachout - Mbuya Clinic,,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,257.0,37.0,9.0,0.0,173.0,6.0,10.0,0.0,0.0,0,0,0,257.0,2496.0,0.1029647435897435,0.0,Kampala District,Nakawa Division,653067.38,514.0,0.0007870550815139473
227,Kampala District,Nakawa Division,Reachout Kinawataka Clinic,,0.0,0.0,63.0,0.0,0.0,0.0,0.0,6.0,193.0,14.0,25.0,0.0,0.0,1.0,96.0,0.0,0.0,0,0,0,199.0,2496.0,0.0797275641025641,0.0,Kampala District,Nakawa Division,653067.38,398.0,0.0006094317557248074
228,Kamuli District,Kitayunjwa Subcounty,Kitayunjwa HC III,USAID,0.0,0.0,56.0,0.0,0.0,0.0,0.0,9.0,101.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1,0,0,110.0,110.0,1.0,1.0,Kamuli District,Kitayunjwa Subcounty,41289.61,205.0,0.004964929433821244
229,Kamuli District,Mbulamuti Town Council,Mbulamuti HC III,USAID,0.0,0.0,11.0,0.0,0.0,0.0,0.0,18.0,34.0,4.0,1.0,0.0,2.0,0.0,31.0,0.0,3.0,1,0,0,52.0,52.0,1.0,1.0,Kamuli District,Mbulamuti Town Council,,104.0,
230,Kamuli District,Nabwigulu Subcounty,Nabirumba HC III,USAID,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,84.0,4.0,12.0,0.0,0.0,0.0,29.0,0.0,0.0,1,0,0,86.0,86.0,1.0,1.0,Kamuli District,Nabwigulu Subcounty,22646.61,161.0,0.007109231801139332
231,Kamuli District,Namwendwa Town Council,Namwendwa Health Centre IV,USAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,9.0,9.0,1.0,1.0,Kamuli District,Namwendwa Town Council,,18.0,
232,Kamuli District,Nawanyago Subcounty,Bupadhengo HC III,USAID,0.0,0.0,94.0,0.0,0.0,4.0,3.0,20.0,152.0,3.0,17.0,0.0,0.0,1.0,47.0,0.0,4.0,1,0,0,172.0,172.0,1.0,1.0,Kamuli District,Nawanyago Subcounty,24554.17,345.0,0.014050566563642754
233,Kamuli District,Nawanyago Town Council,Nawanyago Health Centre III,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,0.0,Kamuli District,Nawanyago Town Council,,1.0,
234,Kamuli District,Northern Division,Kamuli Mission Hospital,USAID,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0,3.0,1.0,1.0,Kamuli District,Northern Division,31180.16,6.0,0.00019243005808822021
235,Kamuli District,Southern Division,Kamuli Hospital,USAID,0.0,0.0,104.0,0.0,0.0,0.0,0.0,39.0,138.0,0.0,15.0,0.0,0.0,0.0,54.0,0.0,0.0,1,0,0,177.0,177.0,1.0,1.0,Kamuli District,Southern Division,29573.36,350.0,0.011834975802546615
236,Kamwenge District,Bigodi Town Council,Bigodi HC III,CDC,0.0,0.0,142.0,0.0,0.0,0.0,0.0,1.0,281.0,21.0,61.0,3.0,0.0,44.0,5.0,0.0,0.0,0,1,0,282.0,282.0,1.0,0.0,Kamwenge District,Bigodi Town Council,4335.27,558.0,0.1287117065373091
237,Kamwenge District,Biguli Town Council,Biguli HC III,CDC,0.0,0.0,334.0,0.0,0.0,0.0,0.0,1.0,423.0,3.0,84.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,0,424.0,424.0,1.0,0.0,Kamwenge District,Biguli Town Council,35257.93,847.0,0.024022964479196596
238,Kamwenge District,Busiriba Subcounty,Bunoga HC III,CDC,0.0,0.0,166.0,2.0,0.0,2.0,6.0,20.0,345.0,7.0,122.0,3.0,0.0,0.0,2.0,0.0,10.0,0,1,0,365.0,365.0,1.0,0.0,Kamwenge District,Busiriba Subcounty,28885.32,685.0,0.02371446811044503
239,Kamwenge District,Bwizi Subcounty,Bwizi HC III,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,19.0,1.0,0.0,Kamwenge District,Bwizi Subcounty,29626.92,38.0,0.00128261729535166
240,Kamwenge District,Kahunge Town Council,Kyabenda HC III,CDC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,1.0,1.0,0.0,Kamwenge District,Kahunge Town Council,37492.0,2.0,5.33447135388883e-05
241,Kamwenge District,Kamwenge Town Council,Kamwenge HC III,CDC,2.0,0.0,157.0,0.0,0.0,0.0,1.0,8.0,427.0,92.0,22.0,0.0,0.0,3.0,71.0,0.0,7.0,0,1,0,435.0,775.0,0.5612903225806452,0.0,Kamwenge District,Kamwenge Town Council,19864.58,790.0,0.039769277779847345
242,Kamwenge District,Kamwenge Town Council,Padre Pio HC III,CDC,0.0,0.0,302.0,0.0,0.0,0.0,0.0,30.0,310.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0,1,0,340.0,775.0,0.4387096774193548,0.0,Kamwenge District,Kamwenge Town Council,19864.58,655.0,0.032973261956708876
243,Kamwenge District,Nkoma Subcounty,Bisozi HC IV,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0,18.0,18.0,1.0,0.0,Kamwenge District,Nkoma Subcounty,32912.62,34.0,0.0010330383907449481
244,Kamwenge District,Nkoma-Katalyeba Town Council,Kyempango HC III,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,46.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51.0,206.0,0.2475728155339805,0.0,Kamwenge District,Nkoma-Katalyeba Town Council,,102.0,
245,Kamwenge District,Nkoma-Katalyeba Town Council,Rwamwanja HC III,CDC,0.0,0.0,84.0,16.0,0.0,0.0,0.0,29.0,126.0,19.0,6.0,0.0,0.0,1.0,5.0,0.0,16.0,0,1,0,155.0,206.0,0.7524271844660194,0.0,Kamwenge District,Nkoma-Katalyeba Town Council,,302.0,
246,Kamwenge District,Rukunyu Town Council,Rukunyu Hospital,CDC,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,278.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,278.0,278.0,1.0,0.0,Kamwenge District,Rukunyu Town Council,4719.46,545.0,0.11547931331126866
247,Kanungu District,Buhoma Town Council,Bwindi Community Hospital,USAID,1.0,0.0,130.0,0.0,0.0,1.0,0.0,41.0,650.0,5.0,247.0,0.0,0.0,28.0,11.0,1.0,47.0,1,0,0,691.0,691.0,1.0,1.0,Kanungu District,Buhoma Town Council,,1162.0,
248,Kanungu District,Kambuga Town Council,Kambuga Hospital,USAID,0.0,0.0,66.0,0.0,0.0,0.0,0.0,219.0,58.0,35.0,40.0,0.0,1.0,0.0,2.0,0.0,12.0,1,0,0,277.0,277.0,1.0,1.0,Kanungu District,Kambuga Town Council,5999.75,433.0,0.07216967373640569
249,Kanungu District,Kanungu Town Council,Kanungu HC IV,USAID,0.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,84.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,87.0,126.0,0.6904761904761905,1.0,Kanungu District,Kanungu Town Council,15507.68,170.0,0.010962310287547848
250,Kanungu District,Kanungu Town Council,Nyakatare HC III,USAID,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,39.0,126.0,0.3095238095238095,1.0,Kanungu District,Kanungu Town Council,15507.68,77.0,0.004965281718477555
251,Kanungu District,Kihiihi Town Council,Kihihi HC IV,USAID,3.0,0.0,759.0,0.0,0.0,0.0,0.0,6.0,1264.0,63.0,225.0,0.0,0.0,4.0,27.0,4.0,7.0,1,0,0,1270.0,1270.0,1.0,1.0,Kanungu District,Kihiihi Town Council,20406.36,2362.0,0.11574822751338308
