Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Northern Region,Mid Northern,apxYt6pdYil,Amolatar District,Agwingiri Subcounty,Alyecmeda Health Centre III,JCRC Kigezi Lango,81997.0,USAID,gfZ1zilVw2v,apxYt6pdYil,Amolatar District,Agwingiri Subcounty,Alyecmeda Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,38,0.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0,0,,,0,0,3,3,,,0,0,20,11,,,0,0,0,1,38.0,1.0,1,0,0,Agwingiri,,,15859.0,16334.77
Northern Region,West Nile,v6DcAuQeoeA,Terego District,Aii-Vu Subcounty,Cilio Health Centre III,IDI West Nile,84981.0,CDC,TzipMUm9Neh,v6DcAuQeoeA,Terego District,Aii-Vu Subcounty,Cilio Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,102,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,11.0,8.0,13.0,5.0,4.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,5.0,7.0,5.0,1.0,3.0,0,0,0,0,0,,,0,1,7,5,,,2,0,48,28,,,0,0,7,4,102.0,1.0,0,1,0,Aii-Vu,,,40304.0,41513.12
Northern Region,West Nile,apgOmUgDNge,Arua District,Ajia Subcounty,Ajia Health Centre III,IDI West Nile,84981.0,CDC,kjODAhTVQKg,apgOmUgDNge,Arua District,Ajia Subcounty,Ajia Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,119,0.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,13.0,17.0,14.0,5.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,8.0,7.0,5.0,3.0,2.0,1.0,3.0,0,0,0,0,0,,,0,0,12,14,,,0,0,58,20,,,0,0,9,6,119.0,1.0,0,1,0,Ajia,,,27296.0,28114.88
Northern Region,Mid Northern,h9Jydxolx2q,Kole District,Akalo Subcounty,Akalo Health Centre III,JCRC Kigezi Lango,81997.0,USAID,MSF9LhynxWU,h9Jydxolx2q,Kole District,Akalo Subcounty,Akalo Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1159,0.0,0.0,2.0,9.0,20.0,26.0,49.0,103.0,106.0,112.0,110.0,70.0,48.0,36.0,24.0,28.0,0.0,0.0,4.0,5.0,10.0,8.0,8.0,29.0,43.0,70.0,74.0,53.0,52.0,17.0,22.0,21.0,0,0,0,0,0,,,3,6,19,14,,,23,12,190,67,,,5,1,503,316,1159.0,1.0,1,0,0,Akalo,,,28887.0,29753.61
Northern Region,Mid Northern,OeBKA5gCBXG,Apac District,Akere Division,Apac General Hospital,JCRC Kigezi Lango,81997.0,USAID,spiSNR6SuZz,OeBKA5gCBXG,Apac District,Akere Division,Apac General Hospital,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,4929,0.0,0.0,8.0,29.0,53.0,93.0,160.0,313.0,403.0,517.0,462.0,381.0,328.0,152.0,120.0,135.0,0.0,0.0,9.0,24.0,59.0,64.0,58.0,84.0,159.0,260.0,286.0,238.0,203.0,157.0,82.0,92.0,0,0,0,0,0,,,12,10,336,93,,,72,79,736,389,,,6,3,1992,1201,4929.0,1.0,1,0,0,Akere Division,,,9159.0,9433.77
Northern Region,Mid Northern,zardxfXWmkO,Omoro District,Akidi Subcounty,Awoo Health Centre III,TASO Ankole Acholi,81998.0,USAID,CrbvUa0SAJO,zardxfXWmkO,Omoro District,Akidi Subcounty,Awoo Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,7,2,,,0,0,17,2,,,0,0,0,0,28.0,1.0,1,0,0,Akidi,,,,
Northern Region,Mid Northern,aOsept0n3Xn,Apac District,Akokoro Subcounty,Kungu Health Centre III,JCRC Kigezi Lango,81997.0,USAID,EKwfL5ommTh,aOsept0n3Xn,Apac District,Akokoro Subcounty,Kungu Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,67,0.0,1.0,0.0,0.0,0.0,0.0,16.0,21.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,1,0,20,5,,,0,0,25,16,,,0,0,0,0,67.0,1.0,1,0,0,Akokoro,,,42111.0,43374.33
Northern Region,Mid Northern,rjOHz4O83zh,Apac District,Akokoro Town Council,Akokoro Health Centre III,JCRC Kigezi Lango,81997.0,USAID,mOUafJWBWfR,rjOHz4O83zh,Apac District,Akokoro Town Council,Akokoro Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1444,0.0,0.0,3.0,4.0,17.0,31.0,52.0,88.0,112.0,144.0,124.0,114.0,74.0,57.0,31.0,45.0,0.0,0.0,1.0,8.0,6.0,15.0,14.0,27.0,49.0,94.0,109.0,87.0,61.0,36.0,25.0,16.0,0,0,0,0,0,,,0,0,61,7,,,16,10,166,112,,,8,5,645,414,1444.0,1.0,1,0,0,Akokoro Town Council,,,,
Northern Region,Mid Northern,q2vSqN5xoZL,Alebtong District,Akura Subcounty,Aloi Mission Health Centre III,UPMB LSD,81995.0,USAID,M2tWjYrRKsq,q2vSqN5xoZL,Alebtong District,Akura Subcounty,Aloi Mission Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,671,0.0,0.0,1.0,8.0,7.0,3.0,36.0,47.0,86.0,66.0,51.0,36.0,79.0,,,,0.0,0.0,1.0,6.0,5.0,3.0,3.0,14.0,32.0,44.0,44.0,35.0,64.0,,,,0,0,0,0,0,,,3,4,26,21,,,10,6,179,87,,,1,1,189,124,671.0,1.0,1,0,0,Akura,,,23218.0,23914.54
Northern Region,West Nile,gBiYU9OJgsv,Nebbi District,Akworo Subcounty,Akworo Health Centre III,IDI West Nile,84981.0,CDC,XFUOfIxEWiE,gBiYU9OJgsv,Nebbi District,Akworo Subcounty,Akworo Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,289,0.0,0.0,1.0,1.0,4.0,4.0,16.0,34.0,41.0,23.0,22.0,15.0,12.0,8.0,9.0,6.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,4.0,8.0,19.0,11.0,16.0,8.0,8.0,5.0,2.0,0,0,0,0,0,,,0,0,2,0,,,6,5,122,56,,,0,0,66,32,289.0,1.0,0,1,0,Akworo,,,3323.0,3422.69
Northern Region,West Nile,apEUhKfLxjY,Zombo District,Alangi Subcounty,Alangi Health Centre III,IDI West Nile,84981.0,CDC,ThKI8WzBKsI,apEUhKfLxjY,Zombo District,Alangi Subcounty,Alangi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,415,0.0,1.0,4.0,6.0,5.0,5.0,31.0,41.0,34.0,32.0,23.0,19.0,17.0,11.0,8.0,3.0,0.0,0.0,1.0,3.0,5.0,4.0,4.0,20.0,25.0,28.0,36.0,15.0,11.0,10.0,8.0,5.0,0,0,0,0,0,,,3,0,22,4,,,5,6,61,40,,,8,3,141,122,415.0,1.0,0,1,0,Alangi,,,2080.0,2142.4
Northern Region,Mid Northern,RdmsO9Kftg9,Alebtong District,Alebtong Town Council,Alebtong Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,OhR3CIdEy6T,RdmsO9Kftg9,Alebtong District,Alebtong Town Council,Alebtong Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,2660,0.0,0.0,6.0,13.0,41.0,50.0,103.0,157.0,196.0,247.0,246.0,189.0,150.0,115.0,66.0,63.0,0.0,0.0,7.0,15.0,44.0,30.0,22.0,59.0,101.0,144.0,162.0,129.0,113.0,93.0,42.0,57.0,0,0,0,0,0,,,26,22,120,28,,,25,26,374,239,,,9,18,1088,685,2660.0,1.0,1,0,0,Alebtong Town Council,,,6702.0,6903.06
Northern Region,Mid Northern,i783Z5CHxyj,Oyam District,Aleka Subcounty,Abela Health Centre III,JCRC Kigezi Lango,81997.0,USAID,ucEGBkeK4Dy,i783Z5CHxyj,Oyam District,Aleka Subcounty,Abela Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,133,0.0,1.0,0.0,0.0,1.0,2.0,6.0,23.0,16.0,16.0,9.0,3.0,6.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,12.0,1.0,5.0,2.0,4.0,0.0,0.0,0,0,0,0,0,,,0,0,7,3,,,2,0,54,17,,,0,1,33,16,133.0,1.0,1,0,0,Aleka,,,29558.0,30444.74
Northern Region,North East,RLWAwgTDjSJ,Abim District,Alerek Town Council,Alerek Health Centre III,ANECCA Karamoja Region,85006.0,USAID,gqfxYbOMgpF,RLWAwgTDjSJ,Abim District,Alerek Town Council,Alerek Health Centre III,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,225,0.0,1.0,0.0,0.0,3.0,5.0,3.0,11.0,28.0,30.0,26.0,17.0,17.0,5.0,6.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,7.0,12.0,12.0,11.0,6.0,5.0,5.0,3.0,0,0,0,0,0,,,1,1,0,1,,,2,1,39,5,,,1,1,112,61,225.0,1.0,1,0,0,Alerek Town Council,,,,
Northern Region,Mid Northern,EPyMwPkmKPx,Nwoya District,Alero Subcounty,Alero Health Centre III,TASO Ankole Acholi,81998.0,USAID,aRt63FAmriO,EPyMwPkmKPx,Nwoya District,Alero Subcounty,Alero Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,668,0.0,0.0,1.0,3.0,7.0,10.0,21.0,31.0,52.0,69.0,80.0,49.0,34.0,26.0,20.0,14.0,0.0,0.0,0.0,3.0,7.0,12.0,6.0,10.0,25.0,40.0,44.0,41.0,25.0,22.0,8.0,8.0,0,0,0,0,0,,,3,0,38,8,,,8,7,101,51,,,0,3,267,182,668.0,1.0,1,0,0,Alero,,,41809.0,43063.270000000004
Northern Region,West Nile,uqk1XgbxpCg,Maracha District,Alikua Subcounty,Yivu Abea Health Centre III,UPMB,84980.0,CDC,bxZMFq0Lu3b,uqk1XgbxpCg,Maracha District,Alikua Subcounty,Yivu Abea Health Centre III,UPMB,84980,CDC,DSD,FY2025Q1,25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,,,0,0,4,0,,,0,0,7,6,,,0,0,6,2,25.0,1.0,0,1,0,Alikua,,,,
Northern Region,Mid Northern,avAlXE2E7Re,Kole District,Alito Subcounty,Alito Health Centre III,JCRC Kigezi Lango,81997.0,USAID,GiHWOovmxbz,avAlXE2E7Re,Kole District,Alito Subcounty,Alito Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1650,0.0,0.0,4.0,17.0,28.0,26.0,51.0,109.0,141.0,202.0,153.0,102.0,100.0,44.0,35.0,57.0,0.0,0.0,9.0,10.0,23.0,15.0,8.0,25.0,60.0,113.0,95.0,80.0,68.0,40.0,15.0,20.0,0,0,0,0,0,,,0,1,15,5,,,46,37,195,68,,,3,4,810,466,2523.0,0.6539833532,1,0,0,Alito,,,39282.0,40460.46
Northern Region,Mid Northern,vt2z3wXqBGE,Kole District,Alito Subcounty,Apalabarowo Health Centre III,JCRC Kigezi Lango,81997.0,USAID,CIkcbhKTvMP,vt2z3wXqBGE,Kole District,Alito Subcounty,Apalabarowo Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,873,0.0,1.0,6.0,8.0,16.0,12.0,48.0,81.0,84.0,94.0,79.0,58.0,32.0,27.0,18.0,16.0,0.0,0.0,4.0,6.0,12.0,7.0,4.0,21.0,38.0,47.0,50.0,29.0,34.0,11.0,19.0,11.0,0,0,0,0,0,,,1,0,0,0,,,16,18,84,12,,,14,4,465,259,2523.0,0.3460166468,1,0,0,Alito,,,39282.0,40460.46
Northern Region,West Nile,KLEPRYA9Nge,Pakwach District,Alwi Subcounty,Alwi Health Centre III,IDI West Nile,84981.0,CDC,VHLcZQnBa95,KLEPRYA9Nge,Pakwach District,Alwi Subcounty,Alwi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,335,0.0,0.0,0.0,3.0,4.0,2.0,5.0,36.0,41.0,24.0,24.0,20.0,20.0,14.0,11.0,7.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,6.0,19.0,22.0,20.0,16.0,14.0,4.0,4.0,8.0,0,0,0,0,0,,,2,5,25,15,,,5,1,88,50,,,0,1,91,52,335.0,1.0,0,1,0,Alwi,,,18261.0,18808.83
Northern Region,Mid Northern,uw6cL0Wrx8k,Lira District,Amach Subcounty,Alik Health Centre III,JCRC Kigezi Lango,81997.0,USAID,U9sQpPuTrmb,uw6cL0Wrx8k,Lira District,Awiodyek Subcounty,Alik Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,117,0.0,0.0,4.0,0.0,0.0,2.0,13.0,24.0,15.0,9.0,9.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,6.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,0,0,0,0,0,,,0,0,5,3,,,4,5,74,22,,,0,0,4,0,2206.0,0.05303717135,1,0,0,Amach,,,34822.0,35866.66
Northern Region,Mid Northern,ah2PY0hhVkV,Lira District,Amach Subcounty,Amach Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,cfy9cOni5AM,ah2PY0hhVkV,Lira District,Amach Town Council,Amach Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,2089,0.0,0.0,6.0,18.0,20.0,39.0,64.0,96.0,175.0,241.0,226.0,156.0,152.0,84.0,47.0,55.0,0.0,0.0,4.0,13.0,25.0,27.0,20.0,32.0,55.0,97.0,119.0,113.0,79.0,53.0,41.0,32.0,0,0,0,0,0,,,1,5,16,14,,,43,36,457,198,,,0,1,862,456,2206.0,0.9469628286,1,0,0,Amach,,,34822.0,35866.66
Northern Region,Mid Northern,XazfKCvCCLS,Amolatar District,Amolatar Town Council,Amolatar Health Centre IV,JCRC Kigezi Lango,81997.0,USAID,fDlQx7nXPLd,XazfKCvCCLS,Amolatar District,Amolatar Town Council,Amolatar Health Centre IV,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,2549,0.0,0.0,4.0,20.0,33.0,51.0,149.0,197.0,204.0,230.0,223.0,146.0,115.0,91.0,45.0,59.0,0.0,0.0,10.0,15.0,28.0,32.0,42.0,78.0,115.0,167.0,111.0,130.0,117.0,54.0,45.0,38.0,0,0,0,0,0,,,1,3,64,7,,,26,19,349,156,,,30,31,1097,766,2549.0,1.0,1,0,0,Amolatar Town Council,,,11202.0,11538.06
Northern Region,North East,etUWDKFTBfq,Amudat District,Amudat Subcounty,Alakas Health Centre II,ANECCA Karamoja Region,85006.0,USAID,TJV3cNCYdOT,etUWDKFTBfq,Amudat District,Amudat Subcounty,Alakas Health Centre II,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,,,0,0,0,0,,,0,0,7,2,,,0,0,2,0,11.0,1.0,1,0,0,Amudat,,,28204.0,29050.12
Northern Region,North East,gVSFfQXW1J2,Amudat District,Amudat Town Council,Amudat Hospital,UPMB LSD,81995.0,USAID,BsXF2T7JcJf,gVSFfQXW1J2,Amudat District,Amudat Town Council,Amudat Hospital,UPMB_LSD,81995,USAID,DSD,FY2025Q1,250,0.0,0.0,1.0,1.0,6.0,9.0,12.0,25.0,33.0,24.0,15.0,15.0,11.0,6.0,3.0,5.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,7.0,11.0,12.0,15.0,11.0,6.0,3.0,2.0,3.0,0,0,0,0,0,,,2,4,18,8,,,6,2,32,12,,,0,0,108,58,250.0,1.0,1,0,0,Amudat Town Council,,,11786.0,12139.58
Northern Region,Mid Northern,acBVtDN7cmd,Alebtong District,Amugu Town Council,Amugu Health Centre III,JCRC Kigezi Lango,81997.0,USAID,FPgkY7bkHf0,acBVtDN7cmd,Alebtong District,Amugu Town Council,Amugu Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1060,0.0,0.0,3.0,8.0,9.0,16.0,40.0,67.0,103.0,110.0,85.0,86.0,63.0,47.0,24.0,26.0,0.0,0.0,0.0,9.0,16.0,13.0,9.0,14.0,38.0,62.0,60.0,48.0,49.0,29.0,11.0,15.0,0,0,0,0,0,,,2,0,2,1,,,9,15,97,36,,,9,10,568,311,1060.0,1.0,1,0,0,Amugu Town Council,,,11786.0,12139.58
Northern Region,Mid Northern,aFgrVHVDqoZ,Amuru District,Amuru Subcounty,Amuru Lacor Health Centre III,UPMB LSD,81995.0,USAID,cS9eh05OU2U,aFgrVHVDqoZ,Amuru District,Amuru Subcounty,Amuru Lacor Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,818,0.0,0.0,1.0,5.0,9.0,14.0,25.0,33.0,61.0,97.0,72.0,71.0,67.0,36.0,23.0,29.0,0.0,0.0,1.0,2.0,3.0,10.0,9.0,12.0,33.0,47.0,45.0,47.0,31.0,9.0,15.0,11.0,0,0,0,0,0,,,1,0,14,6,,,2,2,189,97,,,12,4,325,166,1118.0,0.7316636852,1,0,0,Amuru,,,42301.0,43570.03
Northern Region,Mid Northern,Tvayfd3cIU2,Amuru District,Amuru Subcounty,Labongogali Health Centre III,TASO Ankole Acholi,81998.0,USAID,WNHrQezBXda,Tvayfd3cIU2,Amuru District,Amuru Subcounty,Labongogali Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,247,0.0,0.0,0.0,2.0,3.0,6.0,9.0,20.0,23.0,25.0,16.0,10.0,16.0,3.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,12.0,16.0,27.0,8.0,13.0,7.0,4.0,6.0,0,0,0,0,0,,,0,2,19,20,,,3,0,52,19,,,2,0,65,65,1118.0,0.2209302326,1,0,0,Amuru,,,42301.0,43570.03
Northern Region,Mid Northern,OJYXXSC87rV,Amuru District,Amuru Subcounty,Oberabic Health Centre II,UPMB LSD,81995.0,USAID,AdhdYQGd6b5,OJYXXSC87rV,Amuru District,Amuru Subcounty,Oberabic Health Centre II,UPMB_LSD,81995,USAID,DSD,FY2025Q1,53,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,10.0,3.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,,,1,0,0,1,,,0,0,16,11,,,0,1,9,14,1118.0,0.04740608229,1,0,0,Amuru,,,42301.0,43570.03
Northern Region,Mid Northern,rnSuCabTqe3,Amuru District,Amuru Town Council,Otwee Health Centre III,TASO Ankole Acholi,81998.0,USAID,EZEqMdai4ss,rnSuCabTqe3,Amuru District,Amuru Town Council,Otwee Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,690,0.0,0.0,3.0,7.0,12.0,7.0,26.0,59.0,71.0,73.0,71.0,31.0,34.0,19.0,18.0,14.0,0.0,0.0,2.0,4.0,9.0,4.0,3.0,14.0,29.0,53.0,39.0,28.0,23.0,14.0,16.0,7.0,0,0,0,0,0,,,1,0,28,8,,,3,3,49,29,,,18,12,346,193,690.0,1.0,1,0,0,Amuru Town Council,,,9302.0,9581.06
Northern Region,Mid Northern,PgRLMNQdejC,Nwoya District,Anaka Town Council,Anaka General Hospital,TASO Ankole Acholi,81998.0,USAID,uXdjHRhPfWe,PgRLMNQdejC,Nwoya District,Anaka Town Council,Anaka General Hospital,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,2449,0.0,0.0,8.0,11.0,33.0,42.0,75.0,144.0,239.0,289.0,235.0,185.0,132.0,97.0,68.0,81.0,0.0,0.0,3.0,10.0,28.0,29.0,12.0,38.0,85.0,127.0,140.0,101.0,107.0,57.0,25.0,48.0,0,0,0,0,0,,,1,3,107,3,,,47,34,726,368,,,4,4,754,398,2449.0,1.0,1,0,0,Anaka Town Council,,,13592.0,13999.76
Northern Region,Mid Northern,Fx43OzTkOmx,Nwoya District,Anakapayira Subcounty,Todora Health Centre III,TASO Ankole Acholi,81998.0,USAID,lx2nLpTJWVo,Fx43OzTkOmx,Nwoya District,Anakapayira Subcounty,Todora Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,51,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,7.0,5.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0,0,0,0,0,,,0,0,9,1,,,0,0,21,12,,,0,0,6,2,51.0,1.0,1,0,0,Anakapayira,,,,
Northern Region,Mid Northern,ygTUi4HvPHJ,Pader District,Angagura Subcounty,Angagura Health Centre III,TASO Ankole Acholi,81998.0,USAID,jiKHeYdR6OK,ygTUi4HvPHJ,Pader District,Angagura Subcounty,Angagura Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,433,0.0,0.0,1.0,5.0,3.0,8.0,20.0,32.0,43.0,50.0,43.0,25.0,22.0,7.0,13.0,13.0,0.0,1.0,1.0,2.0,5.0,3.0,6.0,10.0,12.0,29.0,29.0,15.0,14.0,8.0,4.0,9.0,0,0,0,0,0,,,2,0,3,1,,,9,7,105,43,,,0,0,170,93,433.0,1.0,1,0,0,Angagura,,,8973.0,9242.19
Northern Region,West Nile,FKuNaclJDeD,Madi-Okollo District,Anyiribu Subcounty,Anyiribu PNFP Health Centre III,UPMB,84980.0,CDC,kqSKxOArO3g,FKuNaclJDeD,Madi-Okollo District,Anyiribu Subcounty,Anyiribu PNFP Health Centre III,UPMB,84980,CDC,DSD,FY2025Q1,128,0.0,0.0,0.0,0.0,2.0,1.0,3.0,12.0,13.0,14.0,9.0,9.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,8.0,5.0,7.0,3.0,8.0,2.0,3.0,3.0,0,0,0,0,0,,,2,1,20,21,,,0,0,11,16,,,0,2,42,13,128.0,1.0,0,1,0,Anyiribu,,,7902.0,8139.06
Northern Region,Mid Northern,FkHL59DWIav,Alebtong District,Apala Subcounty,Obim Health Centre II,JCRC Kigezi Lango,81997.0,USAID,GtXWPm5AVCq,FkHL59DWIav,Alebtong District,Apala Subcounty,Obim Health Centre II,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0.0,,1,0,0,Apala,,,19621.0,20209.63
Northern Region,Mid Northern,AKNaO98uuZO,Alebtong District,Apala Town Council,Apala Health Centre III,JCRC Kigezi Lango,81997.0,USAID,OI9O3fX1AgV,AKNaO98uuZO,Alebtong District,Apala Town Council,Apala Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1660,0.0,0.0,6.0,11.0,29.0,30.0,48.0,123.0,170.0,186.0,134.0,131.0,97.0,70.0,42.0,57.0,0.0,0.0,5.0,12.0,23.0,18.0,8.0,26.0,62.0,101.0,48.0,72.0,68.0,29.0,20.0,34.0,0,0,0,0,0,,,3,0,0,1,,,26,24,228,57,,,17,16,860,428,1660.0,1.0,1,0,0,Apala Town Council,,,,
Northern Region,Mid Northern,x6tiiRt28yz,Apac District,Apoi Subcounty,Apoi Health Centre III,JCRC Kigezi Lango,81997.0,USAID,ReOo2vpS3ww,x6tiiRt28yz,Apac District,Apoi Subcounty,Apoi Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,834,0.0,0.0,3.0,9.0,12.0,13.0,44.0,67.0,77.0,86.0,77.0,45.0,19.0,17.0,10.0,20.0,0.0,1.0,1.0,6.0,10.0,6.0,10.0,15.0,40.0,72.0,61.0,40.0,33.0,22.0,10.0,8.0,0,0,0,0,0,,,5,5,54,31,,,19,13,156,108,,,0,0,266,177,834.0,1.0,1,0,0,Apoi,,,4470.0,4604.1
