KP Tracker ID,Region,Tracker District,KP Tracker Subcounty,KP Tracker Service outlet,KP Tracker Mechanism name,DATIM,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name (DAPTS List),COP  Mechanism ID,Agency,Period,Comment,IP Response to column P,PREP _NEW Overall Total,PREP_NEW  Total Female,PREP_NEW  Total Male,"(15 - 19) Years, Female","(15 - 19) Years, Male","20-24 Years, Female","20-24 Years, Male","Female, 25 - 29 years","Male, 25 - 29 years","Female, 30-34 years","Male, 30-34 years","Female, 35-39 years","Male, 35-39 years","Female, 40 - 44 years","Male, 40 - 44 years","Female, 45 - 49 years","Male, 45 - 49 years","50+ Years, Female","50+ Years, Male",Total KP received PReP_NEW,"MSM, Male",Transgender,Sex Workers,PWID,People in prisons and other enclosed settings (Incarcerated Population),Pregnant,Breast feeding,Health Facility,Community,Oral,Injectable,Other including Ring,Ring,Event driven prep,Adolescents and young women (10-24) years,Clients of sex workers,"Displaced persons (e.g., refugees) ",Fishing communities ,"Military and other uniformed services (including police, border guards, and security workers),Female ","Mobile Populations (e.g., migrant workers, truck drivers) ",Non-injecting drug users,Discordant Couples,Others
Busoga,Namayingo District,Sigulu Subcounty,AB05Zdfd4KF,Sigulu HC III,CoP23 - MJAP_East Central Region,kXP9RFGdcYn,AB05Zdfd4KF,Namayingo District,Sigulu Island Subcounty,Sigulu HC III,MJAP_East Central Region,82000,USAID,Oct-Dec 2024,,,217,120,97,42,18,33,22,27,23,10,13,7,9,1,8,0,3,0,1,69,0,0,69,0,0,0,0,42,175,215,0,0,0,0,2,11,0,132,1,1,0,0,0
Busoga,Namayingo District,Lolwe Subcounty,AgA6LVX4MQQ,Singila HC II,CoP23 - MJAP_East Central Region,UDZ8XRN4Yyd,AgA6LVX4MQQ,Namayingo District,Lolwe Subcounty,Singila HC II,MJAP_East Central Region,82000,USAID,Oct-Dec 2024,,,18,15,3,3,2,5,0,3,1,2,0,0,0,1,0,0,0,1,0,12,0,0,12,0,0,0,0,15,3,17,0,0,0,0,0,0,0,4,0,0,0,0,1
Busoga,Mayuge District,Magamaga Town Council,u5jXNGfi96o,Wabulungu HC III,CoP23 - MJAP_East Central Region,IjDUTe2FS7o,u5jXNGfi96o,Mayuge District,Magamaga Town Council,Wabulungu HC III,MJAP_East Central Region,82000,USAID,Oct-Dec 2024,,,146,90,56,24,8,42,10,14,12,7,12,1,3,2,11,0,0,0,0,78,0,0,78,0,0,0,0,0,146,145,0,0,0,0,2,8,0,1,0,28,4,0,1
Busoga,Jinja City,Walukuba Masese Division,E2mdeU0lkNe,Walukuba HC IV,CoP23 - MJAP_East Central Region,jQwDTmeHxYZ,E2mdeU0lkNe,Jinja City,Jinja South Division,Walukuba HC IV,MJAP_East Central Region,82000,USAID,Oct-Dec 2024,,,297,109,188,4,4,40,47,41,58,13,37,8,21,1,14,0,4,2,3,94,11,12,59,12,0,0,0,0,297,290,0,1,0,0,22,1,0,16,35,88,1,0,2
West Nile,Arua City,Arua Hill Division,THGKB3lHEUx,Arua Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,JoSFKrks16R,THGKB3lHEUx,Arua City,Arua Central Division,Arua Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,129,115,14,7,1,35,4,32,5,18,3,12,0,10,1,1,0,0,0,120,7,0,112,1,0,0,0,0,129,126,0,0,0,0,2,1,0,0,0,0,0,0,0
Kampala,Kampala District,Nakawa Division,h40pKp93Mtc,China Uganda Friendship (Naguru) Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,N77rZahAKZq,h40pKp93Mtc,Kampala District,Nakawa Division,Naguru Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,6,4,2,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1
South Central,Wakiso District,Entebbe Division A,yApOnywci25,Entebbe National Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,HkespfZOmWh,yApOnywci25,Wakiso District,Division A,Entebbe Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,19,4,15,0,0,1,2,0,5,0,5,3,1,0,1,0,1,0,0,6,0,0,6,0,0,0,0,19,0,19,0,0,0,0,0,1,0,5,0,1,0,1,1
Tooro,Fort Portal City,Central Division,Dt6WipQhr4Q,Fort Portal Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,mx6xo68OYXn,Dt6WipQhr4Q,Fort Portal City,Fort Portal Central Division,Fort Portal Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,21,18,3,0,0,5,1,10,2,3,0,0,0,0,0,0,0,0,0,21,2,0,18,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Bunyoro,Hoima City,Central Ward,V2ylFCAVj0U,Hoima Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,uyQJUJMwZ65,V2ylFCAVj0U,Hoima City,Hoima East Division,Hoima Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,165,126,39,24,8,46,15,28,9,15,5,5,0,6,1,2,1,0,0,130,3,1,126,0,0,0,0,0,161,166,0,0,0,0,0,33,0,0,0,1,0,1,0
North Central,Mubende District,Eastern Division (Mubende MC),VLclxVcJh5v,Mubende Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,evTYOUjbfLF,VLclxVcJh5v,Mubende District,Eastern Division,Mubende Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,12,7,5,0,0,1,3,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0
Teso,Soroti City,Northern Division (Soroti MC),Nnms2rd2gpC,Soroti Regional Referral Hospital,CoP23 - MoH_G2G_RRH Strategy,JHQRy3ECHHI,Nnms2rd2gpC,Soroti City,Soroti East Division,Soroti Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,Oct-Dec 2024,,,9,5,4,0,0,1,0,1,0,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0
Tooro,Kyegegwa District,Mpara Subcounty,frm9FSY7Syf,Bujubuli HC III,CoP23 - STATE_UNHCR,AZVpNl3U2Kc,frm9FSY7Syf,Kyegegwa District,Kyakaii Refugee Camp Subcounty,Bujubuli HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,127,60,67,15,4,28,19,8,8,5,11,3,13,0,7,0,3,1,2,66,0,0,66,0,0,0,0,0,127,127,0,0,0,0,4,27,1,0,0,10,0,3,0
Tooro,Kamwenge District,Nkoma KatalyebaTown Council,IuEvYABA8eB,Kyempango HC III,CoP23 - STATE_UNHCR,ewNYP6Uy9u1,IuEvYABA8eB,Kamwenge District,Nkoma-Katalyeba Town Council,Kyempango HC III,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,39,9,30,5,0,2,8,0,6,2,6,0,7,0,3,0,0,0,0,7,0,0,7,0,0,0,0,2,37,39,0,0,0,0,0,32,0,0,0,0,0,0,0
Ankole,Isingiro District,Kashumba Subcounty,lvbkNrwAFmE,Nakivale HC III,CoP23 - STATE_UNHCR,JCPbIsppfq0,lvbkNrwAFmE,Isingiro District,Kashumba Subcounty,Nakivale HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,44,26,18,7,6,10,5,6,2,2,4,1,1,0,0,0,0,0,0,27,0,0,27,0,0,0,0,1,43,42,0,0,0,0,4,11,0,0,0,0,0,0,0
Tooro,Kamwenge District,Nkoma KatalyebaTown Council,CK8TCNDBPNc,Rwamwanja HC III,CoP23 - STATE_UNHCR,uBE2Jy6TtpV,CK8TCNDBPNc,Kamwenge District,Nkoma-Katalyeba Town Council,Rwamwanja HC III,Baylor_Fort Portal_Mubende Region,87039,CDC,Oct-Dec 2024,,,104,93,11,28,5,45,3,20,3,0,0,0,0,0,0,0,0,0,0,73,0,0,57,16,0,0,0,6,98,102,0,0,0,0,17,3,0,0,1,3,0,1,0
Acholi,Agago District,Adilang Subcounty,FvewOonC8lS,Adilang HC III,CoP23 - TASO_Ankole Acholi Region,ZeRcMv22glU,FvewOonC8lS,Agago District,Adilang Town Council,Adilang HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,194,117,77,52,7,52,48,6,13,3,5,2,0,2,3,0,0,0,1,48,0,0,48,0,0,3,3,40,154,194,0,0,0,0,70,2,0,0,0,3,0,6,31
Acholi,Amuru District,Atiak Town Council,i5CDWEBfo9n,Atiak HC IV,CoP23 - TASO_Ankole Acholi Region,uSYgIcPU7dk,i5CDWEBfo9n,Amuru District,Attiak Town Council,Atiak HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,26,17,9,4,0,6,3,2,1,1,2,3,2,0,0,0,1,1,0,14,0,0,14,0,0,0,0,2,24,25,0,0,0,0,1,9,0,0,0,0,0,2,0
Acholi,Gulu District,Awach Subcounty (Gulu District),Z1dfGmIoSeF,Awach HC IV,CoP23 - TASO_Ankole Acholi Region,uY9klLlOeJR,Z1dfGmIoSeF,Gulu District,Awach Subcounty,Awach HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,358,241,117,52,24,104,44,39,30,21,10,16,2,3,1,3,4,3,2,237,0,0,235,2,0,0,0,1,311,358,0,0,0,0,1,17,0,0,0,22,74,6,0
Acholi,Gulu City,Gulu East,aE0Yzd3YZQ9,Aywee HC III,CoP23 - TASO_Ankole Acholi Region,G04kjfAxSbw,aE0Yzd3YZQ9,Gulu City,Laroo Pece Division,Aywee HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,517,341,176,77,45,116,52,69,33,42,22,19,11,8,9,7,2,3,2,390,37,7,335,11,0,0,0,0,517,518,0,0,0,0,8,16,0,0,0,2,88,0,0
Ankole,Mbarara City,Biharwe Subcounty,hAdnePvF54E,Biharwe (Nyabuhama) HC III,CoP23 - TASO_Ankole Acholi Region,dX1J0BbeoO9,hAdnePvF54E,Mbarara City,Mbarara North Division,Biharwe (Nyabuhama) HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,104,83,21,13,4,58,0,5,9,6,3,0,2,0,1,1,1,0,1,24,0,0,24,0,0,0,0,1,103,104,0,0,0,0,52,3,0,0,0,15,0,6,0
Acholi,Omoro District,Bobi Subcounty,bah36yY0P6q,Bobi HC III,CoP23 - TASO_Ankole Acholi Region,f8Wt7oFQ49b,bah36yY0P6q,Omoro District,Bobi Subcounty,Bobi HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0
Ankole,Ibanda District,Bufunda Division,Wmc36bI5m96,Bufunda HC III,CoP23 - TASO_Ankole Acholi Region,Nz3K6OAHyj5,Wmc36bI5m96,Ibanda District,Bufunda Division,Bufunda HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,85,66,19,9,2,35,4,16,3,3,5,2,4,1,0,0,0,0,1,70,0,0,70,0,0,0,0,5,80,85,0,0,0,0,0,11,1,0,0,0,0,3,0
Ankole,Bushenyi District,Central Division (Bushenyi Ishaka MC),jmcxCPyDHHS,Bushenyi HC IV,CoP23 - TASO_Ankole Acholi Region,dimsx7jS2bm,jmcxCPyDHHS,Bushenyi District,Central Division,Bushenyi HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,12,4,8,1,0,2,4,0,2,0,2,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,12,0,12,0,0,0,0,0,5,0,0,0,0,0,2,0
Ankole,Mbarara District,Rwanyamahembe Subcounty,SMkx58aUYtC,Bwizibwera HC IV,CoP23 - TASO_Ankole Acholi Region,W5VAo0l3yii,SMkx58aUYtC,Mbarara District,Bwizibwera-Rutooma Town Council,Bwizibwera HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,184,163,21,67,1,73,8,12,5,5,2,1,1,4,4,0,0,1,0,33,0,0,33,0,0,0,0,38,146,182,0,0,0,0,120,2,0,0,0,0,0,6,1
Ankole,Isingiro District,Endiinzi Town Council,HUkwcrf8Ozd,Endiizi HC III,CoP23 - TASO_Ankole Acholi Region,xEQZw98icGs,HUkwcrf8Ozd,Isingiro District,Endiinzi Town Council,Endiizi HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,151,93,58,34,2,47,29,6,18,5,5,1,3,0,0,0,0,0,1,78,0,0,78,0,0,0,0,23,128,151,0,0,0,0,0,15,0,0,0,0,0,7,43
Ankole,Ibanda District,Ishongororo Town Council,LwODrFWsUAR,Ishongororo HC IV,CoP23 - TASO_Ankole Acholi Region,VxRuuz4gvZF,LwODrFWsUAR,Ibanda District,Ishongororo Town Council,Ishongororo HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,54,31,23,8,2,13,7,6,11,3,1,1,1,0,0,0,0,0,1,30,0,0,30,0,0,0,0,3,54,57,0,0,0,0,0,24,0,0,0,0,0,3,0
Ankole,Isingiro District,Kabuyanda Town Council,K5Rwfv0pC4s,Kabuyanda HC IV,CoP23 - TASO_Ankole Acholi Region,FlxYBk4BHFF,K5Rwfv0pC4s,Isingiro District,Kabuyanda Town Council,Kabuyanda HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,190,105,85,16,7,32,11,34,30,11,19,8,15,2,2,1,1,1,0,94,0,0,94,0,0,2,2,21,169,190,0,0,0,0,1,81,0,0,0,4,0,3,1
Ankole,Sheema District,Kabwohe Division,yTiZaVCinTc,Kabwohe HC IV,CoP23 - TASO_Ankole Acholi Region,QFSPkHzSbt6,yTiZaVCinTc,Sheema District,Kabwohe Division,Kabwohe HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,59,30,29,5,2,15,10,6,5,2,2,1,1,0,4,0,2,1,3,21,0,0,21,0,0,0,0,10,49,58,0,0,0,0,1,18,0,0,4,1,0,6,4
Ankole,Mbarara City,Kakoba Division,ERNih4fCcwx,Kakoba HC III,CoP23 - TASO_Ankole Acholi Region,N72AUVmXdur,ERNih4fCcwx,Mbarara City,Mbarara South Division,Kakoba HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,179,145,34,45,2,79,10,14,11,5,7,1,4,1,0,0,0,0,0,70,1,0,69,0,0,0,0,20,159,178,0,0,0,0,66,20,0,0,0,0,0,2,16
Ankole,Mitooma District,Kashenshero Town Council,Lu7D9BapOxL,Kashenshero HC III,CoP23 - TASO_Ankole Acholi Region,jNXkJflDNv8,Lu7D9BapOxL,Mitooma District,Kashenshero Town Council,Kashenshero HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,40,31,9,11,0,16,1,2,4,2,3,0,0,0,0,0,1,0,0,30,0,0,30,0,0,0,0,0,40,40,0,0,0,0,0,2,0,0,0,0,0,5,0
Ankole,Rubirizi District,Katerera Town Council,nLcJPspov8c,Katerera HC III,CoP23 - TASO_Ankole Acholi Region,x1lBBh59oHv,nLcJPspov8c,Rubirizi District,Katerera Town Council,Katerera HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,60,45,15,6,1,17,1,18,7,4,5,0,1,0,0,0,0,0,0,45,0,0,45,0,0,1,1,1,59,60,0,0,0,0,0,14,0,0,0,0,0,0,0
Ankole,Kazo District,Kazo Town Council,stVRVnZtZVM,Kazo HC IV,CoP23 - TASO_Ankole Acholi Region,Pu49fERzMND,stVRVnZtZVM,Kazo District,Kazo Town Council,Kazo HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,151,91,60,35,5,34,14,14,19,6,12,2,7,0,2,0,0,0,1,85,0,0,85,0,0,0,0,13,138,150,0,0,0,0,2,34,0,0,0,0,0,10,6
Ankole,Isingiro District,Kikagate Town Council,xK1lURyBlFC,Kikagate HC III,CoP23 - TASO_Ankole Acholi Region,dBBdk4e1xGM,xK1lURyBlFC,Isingiro District,Kikagate Town Council,Kikagate HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,136,125,11,12,1,98,5,15,1,0,3,0,0,0,0,0,1,0,0,132,0,0,132,0,0,0,0,136,0,136,0,0,0,0,0,4,0,0,0,0,0,0,0
Ankole,Rwampara District,Rugando Subcounty,ApxHwTWTekP,Kinoni HC IV,CoP23 - TASO_Ankole Acholi Region,KNzsIruNUVp,ApxHwTWTekP,Rwampara District,Kinoni Town Council,Kinoni HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,35,21,14,8,1,9,7,2,5,1,1,1,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,1,34,35,0,0,0,0,1,12,0,0,0,0,0,0,1
Ankole,Kiruhura District,Kiruhura Town Council,GnVqZO2asFJ,Kiruhura HC IV,CoP23 - TASO_Ankole Acholi Region,x4YVZj3wf02,GnVqZO2asFJ,Kiruhura District,Kiruhura Town Council,Kiruhura HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,44,22,22,0,0,9,5,4,4,3,5,3,2,2,5,1,1,0,0,22,0,0,22,0,0,0,0,5,37,43,0,0,0,0,0,19,0,0,0,0,0,2,1
Ankole,Kiruhura District,Kinoni Subcounty (Kiruhura District),ypTdjdfOiN7,Kiruhura Kinoni HC III,CoP23 - TASO_Ankole Acholi Region,NFXzBXDG0Fs,ypTdjdfOiN7,Kiruhura District,Kinoni Subcounty,Kiruhura Kinoni HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,86,83,3,29,0,39,1,14,0,1,0,0,0,0,1,0,1,0,0,85,0,0,85,0,0,0,0,1,87,89,0,0,0,0,1,2,0,0,0,0,0,1,0
Ankole,Sheema District,Kitagata Town Council,EMHl20viu7L,Kitagata Hospital,CoP23 - TASO_Ankole Acholi Region,f75oIM4xPBj,EMHl20viu7L,Sheema District,Kitagata Town Council,Kitagata Hospital,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,5,3,2,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
Acholi,Kitgum District,Central Division (Kitgum MC),z2LfysbyF9U,Kitgum Hospital,CoP23 - TASO_Ankole Acholi Region,ty1yvTI5lH5,z2LfysbyF9U,Kitgum District,Central Division,Kitgum Hospital,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,481,252,229,59,38,91,67,50,44,22,35,14,21,7,10,5,5,4,9,193,0,0,191,2,0,1,1,17,432,481,0,0,0,0,29,63,0,0,10,13,72,12,55
Ankole,Ntungamo District,Kitwe Town Council,FGnMVMPBCLN,Kitwe HC IV,CoP23 - TASO_Ankole Acholi Region,uMaS0nm4d5F,FGnMVMPBCLN,Ntungamo District,Kitwe Town Council,Kitwe HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,125,95,30,29,2,43,10,14,6,5,5,2,4,0,0,2,2,0,1,101,0,0,101,0,0,0,0,0,126,126,0,0,0,0,0,23,0,0,1,0,0,1,0
Ankole,Bushenyi District,Kyabugimbi Town Council,ILr03pFmrva,Kyabugimbi HC IV,CoP23 - TASO_Ankole Acholi Region,UrzICmWJELh,ILr03pFmrva,Bushenyi District,Kyabugimbi Town Council,Kyabugimbi HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,46,20,26,9,4,10,6,0,14,1,1,0,0,0,0,0,0,0,1,23,2,0,20,1,0,0,0,0,45,46,0,0,0,0,1,0,0,0,0,0,0,6,0
Ankole,Bushenyi District,Kyeizooba Subcounty,aL6mherCqRW,Kyeizooba HC III,CoP23 - TASO_Ankole Acholi Region,lavfHECxp9J,aL6mherCqRW,Bushenyi District,Kyeizooba Subcounty,Kyeizooba HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,47,28,19,2,0,17,15,4,2,4,2,1,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,7,41,47,0,0,0,0,0,18,0,0,0,0,0,0,0
Acholi,Gulu City,Gulu West,n8DIemz1Xoh,Layibi Techo HC III,CoP23 - TASO_Ankole Acholi Region,IAou7lrYsoN,n8DIemz1Xoh,Gulu City,Bar-Dege Layibi Division,Layibi Techo HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,719,528,191,39,5,174,49,168,60,72,52,45,17,22,7,6,1,2,0,513,1,1,462,46,3,0,0,0,724,718,0,0,0,0,65,76,0,0,28,2,28,0,0
Ankole,Mbarara City,Kamukuzi Division,pCasaBs63nR,Mbarara Municipal Council HC IV,CoP23 - TASO_Ankole Acholi Region,VTQYZjpDk4E,pCasaBs63nR,Mbarara City,Mbarara North Division,Mbarara Municipal Council HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,192,120,72,31,12,63,36,16,13,4,3,4,4,0,3,1,1,1,0,68,0,0,68,0,0,0,0,41,150,170,21,1,0,0,35,50,0,0,0,0,3,12,0
Ankole,Mitooma District,Mitooma Town Council,VNnrhdnpSHA,Mitooma HC IV,CoP23 - TASO_Ankole Acholi Region,Y3xz4duqbSX,VNnrhdnpSHA,Mitooma District,Mitooma Town Council,Mitooma HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,122,83,39,4,1,41,2,26,13,7,13,2,4,2,1,1,3,0,2,80,0,0,80,0,0,0,0,49,72,122,0,0,0,0,0,7,0,0,2,1,0,3,0
Ankole,Rwampara District,Ndeija Subcounty,w710lzfn4pu,Ndeija HC III,CoP23 - TASO_Ankole Acholi Region,QCLDkNaVRre,w710lzfn4pu,Rwampara District,Buteraniro-Nyeihanga Town Council,Ndeija HC III,,,,Oct-Dec 2024,Has outputs but not on the DAPTS list,,88,65,23,16,3,31,5,12,7,5,1,1,3,0,2,0,0,0,2,55,5,0,50,0,0,0,0,21,68,89,0,0,0,0,1,19,0,0,0,0,0,3,1
Ankole,Buhweju District,Nsiika Town Council,oFMf9UXgoOr,Nsiika HC IV,CoP23 - TASO_Ankole Acholi Region,RxQiy1EofEA,oFMf9UXgoOr,Buhweju District,Nsiika Town Council,Nsiika HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,168,86,82,16,14,33,17,23,22,12,22,1,4,0,1,1,0,0,2,89,0,0,89,0,0,0,0,2,167,169,0,0,0,0,8,70,0,0,0,0,0,1,1
Ankole,Ntungamo District,Central Division (Ntungamo MC),NImJbGuvUS6,Ntungamo HC IV,CoP23 - TASO_Ankole Acholi Region,UBI0QzPxMi9,NImJbGuvUS6,Ntungamo District,Central Division,Ntungamo HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,129,102,27,28,11,56,14,9,1,8,0,1,0,0,1,0,0,0,0,71,0,0,71,0,0,5,5,10,119,129,0,0,0,0,0,28,0,0,0,0,0,0,25
Ankole,Mbarara City,Nyamitanga Division,uoOrITIaKEJ,Nyamitanga Govt HC III,CoP23 - TASO_Ankole Acholi Region,fy3dBETnKp2,uoOrITIaKEJ,Mbarara City,Mbarara South Division,Nyamitanga Govt HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,181,136,45,50,10,71,19,9,14,4,2,2,0,0,0,0,0,0,0,115,0,0,115,0,0,0,0,10,170,180,0,0,0,0,21,45,0,0,0,0,0,0,0
Ankole,Mbarara City,Kakoba Division,J7hNSRvyUFC,Nyamityobora HC II,CoP23 - TASO_Ankole Acholi Region,ePp4bdNQB5m,J7hNSRvyUFC,Mbarara City,Mbarara South Division,Nyamityobora HC II,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,304,216,88,39,8,143,49,21,15,8,6,4,6,0,2,0,1,1,1,99,0,0,99,0,0,0,0,26,278,304,0,0,0,0,90,88,0,0,0,0,0,0,15
Acholi,Pader District,Pader Town Council,EsyH7yKQHiP,Pader HC III,CoP23 - TASO_Ankole Acholi Region,TmKC6Qez1z1,EsyH7yKQHiP,Pader District,Pader Town Council,Pader HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,144,143,1,29,0,61,0,28,0,8,0,3,0,6,0,5,0,3,1,142,0,0,142,0,0,0,0,0,145,144,0,0,0,0,0,2,0,0,0,0,0,0,0
Acholi,Pader District,Pajule Town Council,NiSWW2k1Hqt,Pajule HC IV,CoP23 - TASO_Ankole Acholi Region,w6ZdGYe7TYI,NiSWW2k1Hqt,Pader District,Pajule Town Council,Pajule HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,304,123,181,11,30,21,48,41,41,16,23,13,13,14,15,5,5,2,6,195,0,0,195,0,0,0,0,25,266,302,0,0,0,0,0,49,0,0,0,6,0,8,0
Acholi,Lamwo District,Palabek Ogili Subcounty,lmi2JiLawTV,Palabek Ogili HC III,CoP23 - TASO_Ankole Acholi Region,vy0CiISNpMC,lmi2JiLawTV,Lamwo District,Palabek Ogili Subcounty,Palabek Ogili HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,335,164,171,19,25,43,37,39,42,24,27,20,17,10,8,5,5,4,10,125,0,0,125,0,0,3,3,8,254,331,0,0,0,0,25,26,3,0,68,4,0,2,65
Acholi,Agago District,Patongo Town Council,oUcwyNtRzrb,Patongo HC III,CoP23 - TASO_Ankole Acholi Region,yqMIrpBNXnq,oUcwyNtRzrb,Agago District,Patongo Town Council,Patongo HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,219,111,108,14,23,42,42,30,28,19,10,5,4,1,0,0,1,0,0,100,0,0,99,1,0,0,0,25,194,219,0,0,0,0,6,92,0,0,2,9,1,7,0
Ankole,Ntungamo District,Rubaare Town Council,acuu3ktUO4t,Rubare HC IV,CoP23 - TASO_Ankole Acholi Region,QLEU3ViljEU,acuu3ktUO4t,Ntungamo District,Rubaare Town Council,Rubare HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,143,97,46,26,1,33,12,22,14,7,5,4,7,3,2,1,1,1,4,81,2,0,79,0,0,0,0,41,103,143,0,0,0,0,0,39,0,0,0,0,0,6,3
Ankole,Mbarara District,Rubindi Subcounty,kw2BNLtK1FZ,Rubindi HC III,CoP23 - TASO_Ankole Acholi Region,E32IvC0jrZa,kw2BNLtK1FZ,Mbarara District,Rubindi-Ruhumba Town Council,Rubindi HC III,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,42,42,0,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,29,43,0,0,0,0,42,0,0,0,0,0,0,0,0
Ankole,Isingiro District,Rugaaga Subcounty,aHuJWP6FfFo,Rugaaga HC IV,CoP23 - TASO_Ankole Acholi Region,yXJt8YXIIJz,aHuJWP6FfFo,Isingiro District,Rugaaga Town Council,Rugaaga HC IV,TASO_Ankole Acholi Region,81998,USAID,Oct-Dec 2024,,,133,91,42,50,1,38,4,2,6,0,10,0,10,0,7,0,3,1,1,92,0,0,92,0,0,0,0,34,100,132,0,0,0,0,0,9,0,0,0,11,0,3,0
